platform,komentar,timestamp,sentimen,komentar_clean
YouTube,CURUT TOWEL,1 tahun yang lalu,,curut towel
YouTube,Gak ada topik lain apa????......jgn buat perpecahan di persepak bolaan indonesia..   udh lagi maju2nya... ngandelin lokal kpn majunya...    harus ada pemain keturunan. Buat tambah semangat pemajn lokal,1 tahun yang lalu,,gak topik apajgn pecah sepak bola indonesia udh maju ngandelin lokal kpn maju main turun semangat pemajn lokal
YouTube,Buang  towel  buang aja ke laut...,1 tahun yang lalu,,buang towel buang aja laut
YouTube,Evek ga di pk di pssi.iri nya dan selalu mencari2 kesalahan orang,1 tahun yang lalu,,evek ga pk pssiiri nya cari salah orang
YouTube,"Ngk ada yg benar di mata TOWEL,krna di wkt TOWEL di PSSI dlu penuh lemari di PSSI oleh Piala juara😂😂benar benar ni TOWEL",1 tahun yang lalu,,ngk yg mata towelkrna wkt towel pssi dlu penuh lemari pssi piala juarabenar ni towel
YouTube,Bung Hamdan Hamedan Kereeen🎉🎉,1 tahun yang lalu,,hamdan hamedan kereeen
YouTube,"Orang paok di undang metro,towel Uda gk bisa ngomong secara logika",1 tahun yang lalu,,orang paok undang metrotowel uda gk ngomong logika
YouTube,"liat timnas udah bisa menang dikit dan melaju sampai semifinal aja udah diributin..karna naturalisasi kek...sty kek ...,halahhh...kok kayak gak seneng ya liat timnas maju dan sampai juara afc...udah syukur jadi nomer 4 saat afc...gitu di ributinnn terusss yaaa akhire gak jadi sampai ke olimpic dah...lawan guinea pun ancurrr....mungkin para haters merasa puas kali ya...",1 tahun yang lalu,,liat timnas udah menang dikit laju semifinal aja udah diributinkarna naturalisasi keksty kek halahhhkok kayak gak neng ya liat timnas maju juara afcudah syukur nomer afcgitu ributinnn terusss yaaa akhire gak olimpic dahlawan guinea ancurrrmungkin haters puas kali ya
YouTube,Bung towel buang aja ke laut..,1 tahun yang lalu,,towel buang aja laut
YouTube,Kualitas timnas lagi bagus2nya jadi jangan diperdebatkan. Fiz pelatih shin bagus,1 tahun yang lalu,,kualitas timnas bagus debat fiz latih shin bagus
YouTube,"Semua butuh Proses Wel,
Pertanyaannya ketika Loe Towel ketika di PSSI, PRESTASI TOWEL DI PSSI APA?",1 tahun yang lalu,,butuh proses wel tanya loe towel pssi prestasi towel pssi
YouTube,"wel towel kl ngomong tu toleh kanan kiri gk usah ngomongin orang trs aku thu lo tu gk sk sm sty bercermin dl wel kl ngomong  nama nya aja lgi proses wel towel apa lo wel yg jdi pelatih,",1 tahun yang lalu,,wel towel kl ngomong tu toleh kanan kiri gk ngomongin orang trs thu lo tu gk sk sm sty cermin dl wel kl ngomong nama nya aja lgi proses wel towel lo wel yg jdi latih
YouTube,Bung towel buang aja ke laut..,1 tahun yang lalu,,towel buang aja laut
YouTube,Kok barungomong sekatang,1 tahun yang lalu,,barungomong sekatang
YouTube,Bung towel bung aja ke laut..,1 tahun yang lalu,,towel aja laut
YouTube,Dari dulu kemana towel...,1 tahun yang lalu,,mana towel
YouTube,Towel ga uasah di undang cm bwt gaduh,1 tahun yang lalu,,towel ga uasah undang cm bwt gaduh
YouTube,"menurut saya buang2 waktu pak hamdan jelasin ke bung towel hehehehe

abaikan saja lah , teruskan program naturalisasi ...................

dan sebaliknya pemain lokal sebenernya bisa maju juga kalau mau mencari peluang di negara luar juga , sudah jelas bermain di liga lokal gak bakal kemana2 , kecuali liganya dirombak total seperti saat Jepang mulai membangun kekuatan sepakbola di awal tahun 90an 

itu bang towel halu saja , gimana mau bersaing di tingkat asia , atau bahkan asia tenggara kalau pemain lokal teknik2 dasarnya kacau , passing gak akurat , dribel juga percuma kecuali skill dewa kayak messi , sudah postur kalah besar tinggi , skill kalah , stamina kalah , apalagi yang mau diharapkan .........disiplin juga kalah 

mendingan tiru permainan gaya eropa , sederhana tidak terlalu banyak gocek , tapi efisien , menekankan pada akurasi passing2 dan kerjasama tim , dan hal ini bisa dibawa masuk ke lingkungan timnas indo dengan hadirnya pemain2 keturunan.............",1 tahun yang lalu,,buang hamdan jelasin towel hehehehe abai terus program naturalisasi main lokal sebenernya maju cari peluang negara main liga lokal gak mana kecuali liga rombak total jepang bangun kuat sepakbola an bang towel halu gimana saing tingkat asia asia tenggara main lokal teknik dasar kacau passing gak akurat dribel kecuali skill dewa kayak messi postur kalah skill kalah stamina kalah harap disiplin kalah mending tiru main gaya eropa sederhana gocek efisien tekan akurasi passing kerjasama tim bawa masuk lingkung timnas indo hadir main turun
YouTube,Bung towel bung aja ke laut..,1 tahun yang lalu,,towel aja laut
YouTube,"Ngapain Dengerin towel ini O prestasi ngomongnya gede🙄🤦🤦
Towel dlu km di PSSI apa pencapaian anda😂😂😂",1 tahun yang lalu,,ngapain dengerin towel o prestasi ngomongnya gede towel dlu km pssi capai
YouTube,Udahlaah....enggak bakalan. Maju indonesia....mau dengerin towel,1 tahun yang lalu,,udahlaahenggak maju indonesiamau dengerin towel
YouTube,Saya dukung timnas mau dia lokal mau dia naturalisasi mau nutrisi mau dia pakai pemain apa aja yg penting ada kemajuan jangan sampai dinkasi 10.- 0 lagi,1 tahun yang lalu,,dukung timnas lokal naturalisasi nutrisi pakai main aja yg maju dinkasi
YouTube,Towel lu pikir waktu lawan irak 5:1 usia irak brapa sedangkn timnas kita rata2 20an.nah lu bisa bandingkan timnas senior sekrng nnti lawan iraq tgl 6 juni di gbk,1 tahun yang lalu,,towel lu pikir lawan irak usia irak brapa sedangkn timnas annah lu banding timnas senior sekrng nnti lawan iraq tgl juni gbk
YouTube,"Yah metro ini memecah belah, ngundang2 toel demi pengen ramai",1 tahun yang lalu,,yah metro pecah belah ngundang toel ken ramai
YouTube,Bung towel buang aja ke laut...,1 tahun yang lalu,,towel buang aja laut
YouTube,Bosen well towel omangan mu itu dan itu,1 tahun yang lalu,,bosen well towel omangan mu
YouTube,Towel wel wel... nak nyari ribut trus... selalu menyerang sty...,1 tahun yang lalu,,towel wel wel nak nyari ribut trus serang sty
YouTube,Towel wel wel... nak nyari ribut trus... selalu menyerang sty...,1 tahun yang lalu,,towel wel wel nak nyari ribut trus serang sty
YouTube,Towel wel wel... nak nyari ribut trus... selalu menyerang sty...,1 tahun yang lalu,,towel wel wel nak nyari ribut trus serang sty
YouTube,Towel wel wel... nak nyari ribut trus... selalu menyerang sty...,1 tahun yang lalu,,towel wel wel nak nyari ribut trus serang sty
YouTube,Towel wel wel... nak nyari ribut trus... selalu menyerang sty...,1 tahun yang lalu,,towel wel wel nak nyari ribut trus serang sty
YouTube,Towel wel wel... nak nyari ribut trus... selalu menyerang sty...,1 tahun yang lalu,,towel wel wel nak nyari ribut trus serang sty
YouTube,Towel wel wel... nak nyari ribut trus... selalu menyerang sty...,1 tahun yang lalu,,towel wel wel nak nyari ribut trus serang sty
YouTube,Towel wel wel... nak nyari ribut trus... selalu menyerang sty...,1 tahun yang lalu,,towel wel wel nak nyari ribut trus serang sty
YouTube,Towel wel wel... nak nyari ribut trus... selalu menyerang sty...,1 tahun yang lalu,,towel wel wel nak nyari ribut trus serang sty
YouTube,Towel wel wel... nak nyari ribut trus... selalu menyerang sty...,1 tahun yang lalu,,towel wel wel nak nyari ribut trus serang sty
YouTube,"Pak towel ini maunya apa sih kok benci Benner sama sty,,",1 tahun yang lalu,,towel mau sih benci benner sty
YouTube,Towel wel wel... nak nyari ribut trus... selalu menyerang sty...,1 tahun yang lalu,,towel wel wel nak nyari ribut trus serang sty
YouTube,"Towel ini nggak nyambung,",1 tahun yang lalu,,towel nggak nyambung
YouTube,"Gpp Naturalisasi, soalnya lokal pres banyak uang sedikit udah songong sih😅",1 tahun yang lalu,,gpp naturalisasi lokal pres uang udah songong sih
YouTube,Weleeeh. Sekarang metro manggil bung towel...😪😪🤦‍♂️🤦‍♂️,1 tahun yang lalu,,weleeeh metro manggil towel
YouTube,Kalah 1-0 mainnya ancurrrr,1 tahun yang lalu,,kalah main ancurrrr
YouTube,Bung towel buang aja ke laut...,1 tahun yang lalu,,towel buang aja laut
YouTube,Yg gwe heran knp msih aja yg mau ngasih panggung sma TW,1 tahun yang lalu,,yg gwe heran knp msih aja yg ngasih panggung sma tw
YouTube,"Towel mulut loh....sampah, Indonesia kalah loh protes klo Indonesia menang loh bacot protes juga ente benci apa banci.",1 tahun yang lalu,,towel mulut lohsampah indonesia kalah loh protes klo indonesia menang loh bacot protes ente benci banci
YouTube,Nguyen towel.orang iri,1 tahun yang lalu,,nguyen towelorang iri
YouTube,Si towel pingin masuk jajaran PSSI makanya dia ngotot,1 tahun yang lalu,,si towel pingin masuk jajar pssi ngotot
YouTube,Ngapain juga kalaian like,1 tahun yang lalu,,ngapain kalai like
YouTube,Bung towel buang aja ke laut...,1 tahun yang lalu,,towel buang aja laut
YouTube,Udah brpa tahun Indonesia pake liganya tapi mn hasile towellll,1 tahun yang lalu,,udah brpa indonesia pake liga mn hasile towellll
YouTube,"Bung towel,gak bermutu😅😅",1 tahun yang lalu,,towelgak mutu
YouTube,Towel nih bukn pngmat tw mngamati tpi lbih ke prsonal bnci sty,1 tahun yang lalu,,towel nih bukn pngmat tw mngamati tpi lbih prsonal bnci sty
YouTube,Beda kelas. Serasa mas hamdan debat sama bocah paut wkwkwkkw,1 tahun yang lalu,,beda kelas serasa mas hamdan debat bocah paut wkwkwkkw
YouTube,Towel sukses numpang pansos,1 tahun yang lalu,,towel sukses numpang pansos
YouTube,Yang dikatakan bung Towel separuhnya ada benarnya....,1 tahun yang lalu,,towel paruh benar
YouTube,"Susah itu si Towel, dlm pernainan apapun pasti ada kejadian2 kesalahan, hal2 seperti itu yg dijadikan narasi utk berdebat, dasar otaknya Setaaannn…!! Setaaannn…!!",1 tahun yang lalu,,susah si towel dlm pernainan apa jadi salah yg jadi narasi utk debat dasar otak setaaannn setaaannn
YouTube,"Apa sih kesyirikan nya si towel kpd sty
Dasar manusia bandit",1 tahun yang lalu,,sih syirik nya si towel kpd sty dasar manusia bandit
YouTube,#baikot si towel mapia,1 tahun yang lalu,,si towel mapia
YouTube,towel g suka banget sama sty kenapa ? pingin jadi pelatih lu wel,1 tahun yang lalu,,towel g suka banget sty pingin latih lu wel
YouTube,Towel menghasilkan cuan dari caranya kontroversi 😂😂😂😂,1 tahun yang lalu,,towel hasil cuan kontroversi
YouTube,Yg membelah sepak bola indonesia itu toel,1 tahun yang lalu,,yg belah sepak bola indonesia toel
YouTube,"Dislike metro karena ada s towel, sitowel ini bukan pengamat atau mengkritik tapi dia ingin sty menuruti kehendak si towel, prestasi pssi apa saat si towel jadi pengurus pssi",1 tahun yang lalu (diedit),,dislike metro s towel sitowel amat kritik sty turut hendak si towel prestasi pssi si towel urus pssi
YouTube,Toeel orangnya ngeyel intinya towel ga ska sty,1 tahun yang lalu,,toeel orang ngeyel inti towel ga ska sty
YouTube,Pelatihnya ganti sama bung tomy weli sj.pasti juara piala dunia,1 tahun yang lalu,,latih ganti tomy weli sjpasti juara piala dunia
YouTube,Bung towel buang aja ke lauttt..,1 tahun yang lalu,,towel buang aja lauttt
YouTube,Towel lg,1 tahun yang lalu,,towel lg
YouTube,"tompel...prancis banyak.naturalisasi, gak ribut...loe gak jelas sibuk, dasar mafia",1 tahun yang lalu (diedit),,tompelprancis banyaknaturalisasi gak ributloe gak sibuk dasar mafia
YouTube,Teruslah bahas itu semua kawan hingga lupa apa itu sepak bola,1 tahun yang lalu,,terus bahas kawan lupa sepak bola
YouTube,Pembina an pembina an omdo doank wel...kmn aj loe  dulu jdi bagian dr pssi   ...skrg timnas mau maju  loe berisik kritik sana sini,1 tahun yang lalu,,bina an bina an omdo doank welkmn aj loe jdi dr pssi skrg timnas maju loe berisik kritik
YouTube,Usah denger towell bikin ribet sj ini org cm bs omdo,1 tahun yang lalu,,denger towell bikin ribet sj org cm bs omdo
YouTube,"STY pelatih terlama di timnas dgn segala fasilitas yg di dapatkan.
Kami sebagai suporter berhak untuk berharap banyak , minimal ada gelar juara sekali saja.
Juara piala dunia atau juara piala asia mungkin terlalu besar dan sedikit mustahil untuk kita.
Cukup dgn juara AFF saja kami sudah bangga.",1 tahun yang lalu,,sty latih lama timnas dgn fasilitas yg dapat suporter hak harap minimal gelar juara juara piala dunia juara piala asia mustahil dgn juara aff bangga
YouTube,Dia di pssi dlu apa presentasinya,1 tahun yang lalu,,pssi dlu presentasi
YouTube,Liga 1 dibubarin aja pemain lokal buang semua indonesia full naturalisasi,1 tahun yang lalu,,liga dibubarin aja main lokal buang indonesia full naturalisasi
YouTube,"Metro tv sebenernya berpendidikan gak sih, orang kayak gitu diundang undang lagi",1 tahun yang lalu,,metro tv sebenernya didik gak sih orang kayak gitu undang undang
YouTube,Lokal belajar dulu lah sama diaspora sambil kasih tempat lah buat bung towel berdiri di pinggir lapangan dampingi pelatih😂😂😂,1 tahun yang lalu,,lokal ajar diaspora kasih towel diri pinggir lapang damping latih
YouTube,bung towel tidak lihat kwalitas pemain diaspora dan pemain kita yg main d liga lokal...serta mental dalam bermain....,1 tahun yang lalu,,towel lihat kwalitas main diaspora main yg main d liga lokalserta mental main
YouTube,Yg memecah belah itu anda towel,1 tahun yang lalu,,yg pecah belah towel
YouTube,Apanya yg membelah yg membelah tu ya anda,1 tahun yang lalu,,apa yg belah yg belah tu ya
YouTube,"Jijik lihat mulut org itu, sy males lihatnya",1 tahun yang lalu,,jijik lihat mulut org sy males lihat
YouTube,"Ngapain ngundang towel,ga ada rasa untuk membangun,w juga bisa bro ngebacot mah",1 tahun yang lalu,,ngapain ngundang towelga membangunw bro ngebacot mah
YouTube,Bahkan sekelas Bung Hamdan hamedan tipe orang yg kalem dan slalu respect trhdp orang agak sedikit terpancing dgn orang ini..,1 tahun yang lalu,,kelas hamdan hamedan tipe orang yg kalem slalu respect trhdp orang pancing dgn orang
YouTube,Sekali lgi ramaikan tagar boikot towel dan keroninya,1 tahun yang lalu,,lgi ramai tagar boikot towel keron
YouTube,Klo di aff sty cuma bisa pke skuad lokal bri liga 1,1 tahun yang lalu,,klo aff sty pke skuad lokal bri liga
YouTube,"Apa yg gak bisa kalo erik tohir mau , bukti nya afc u23 gak masuk agenda fifa tp msh bisa panggil pemain yg main di luar negri",1 tahun yang lalu,,yg gak kalo erik tohir bukti nya afc u gak masuk agenda fifa tp msh panggil main yg main negri
YouTube,Betul kita belum pernah juara aff senior... apakah sty bisa ?,1 tahun yang lalu,,juara aff senior sty
YouTube,Selagi masih hidup punya darah Indonesia hak wajib boleh bela tanah kelahiran leluhur nya.............sepak bola dunia sekarang udah semua pke pemain keturunan semua timnas Maroko piala dunia kemaren di Qatar semua nya Maroko pake pemain keturunan semua nya.........................,1 tahun yang lalu,,selagi hidup darah indonesia hak wajib bela tanah lahir leluhur nyasepak bola dunia udah pke main turun timnas maroko piala dunia kemaren qatar nya maroko pake main turun nya
YouTube,Emang si T pemecah belah bangsa,1 tahun yang lalu,,emang si t pecah belah bangsa
YouTube,"Asli dan pasti nanti mereka banyak yg gak mau tampil lagi kalau di undang kalau masih ada itu pengamat ,,pak hasani aja pertemuan pertama masih kalem pertemuan kedua asli kepancing juga emosi ,coach Justin pertemuan pertama oke pertemuan kedua juga sama ,,pak Sumardji masih nahan2 aja dia,pak Arya yg awalnya oke di diskusi terakhir naik emosi juga ,sekarang pak Hamdan ,,asli banyak yg gak mau nanti",1 tahun yang lalu,,asli yg gak tampil undang amat hasan aja temu kalem temu asli pancing emosi coach justin temu oke temu sumardji nahan aja apak arya yg oke diskusi emosi hamdan asli yg gak
YouTube,Toel menghambat kemajuan sepakbola Indonesia,1 tahun yang lalu,,toel hambat maju sepakbola indonesia
YouTube,"Setelah STY off mari kita dukung bung tewel jd nahkoda timnas, nanti kalau berhasil kita buatkan patung di depan GBK",1 tahun yang lalu,,sty off mari dukung tewel jd nahkoda timnas hasil buat patung gbk
YouTube,Selagi masih hidup punya darah Indonesia hak wajib boleh bela tanah kelahiran leluhur nya.............sepak bola dunia sekarang udah semua pke pemain keturunan semua timnas Maroko piala dunia kemaren di Qatar semua nya Maroko pake pemain keturunan semua nya.........................,1 tahun yang lalu,,selagi hidup darah indonesia hak wajib bela tanah lahir leluhur nyasepak bola dunia udah pke main turun timnas maroko piala dunia kemaren qatar nya maroko pake main turun nya
YouTube,"Yg tau alamatnya towel spill dong,",1 tahun yang lalu,,yg tau alamat towel spill
YouTube,Towel ngeyel,1 tahun yang lalu,,towel ngeyel
YouTube,Aaaaah toweeeeellll... sudah jgn di beri panggung.... towel otak dan pikiran mu buatan cina apa apa buatan 🐕.. hahaha towel towel 😡😡😡,1 tahun yang lalu,,aaaaah toweeeeellll jgn panggung towel otak pikir mu buat cina buat hahaha towel towel
YouTube,Klu dulu jadi lumbung gol towel jg GK nyocot . orang dalam saja menghalangi apalagi orang luar..itulah otak mafia lokal sok peduli,1 tahun yang lalu,,klu lumbung gol towel jg gk nyocot orang halang orang luaritulah otak mafia lokal sok peduli
YouTube,"selain bung hamdan, para bajingan bung towel dan si gendut adapah pembenci kemajuan sepakbola indonesia..",1 tahun yang lalu,,hamdan bajing towel si gendut adapah benci maju sepakbola indonesia
YouTube,Si toel bukan levelnya debat sama bung hamdan mohon dimaafkan,1 tahun yang lalu,,si toel level debat hamdan mohon maaf
YouTube,Gw pingin banget debat sama towel,1 tahun yang lalu,,gw pingin banget debat towel
YouTube,Gw jelasin tentang naturalisasi sama towel,1 tahun yang lalu,,gw jelasin naturalisasi towel
YouTube,"Pengamat bola kardus di undang mulu sama tv,parah cuman bikin gaduh.",1 tahun yang lalu,,amat bola kardus undang mulu tvparah cuman bikin gaduh
YouTube,Sepakbola bukan Matematika Mas Towel,1 tahun yang lalu,,sepakbola matematika mas towel
YouTube,Saya kecewa ama media masalah naturalisai dan taktik sty di perdebatkan wajar sepak bola Indonesia gak maju maju karna pikiran dan mental lemah bahkan seperti orang yg dengki dan iri hati kasian Indonesia semakin sulit mendunia di bidang sepak bola,1 tahun yang lalu,,kecewa ama media naturalisai taktik sty debat wajar sepak bola indonesia gak maju maju karna pikir mental lemah orang yg dengki iri hati kasi indonesia sulit dunia bidang sepak bola
YouTube,Ya ampun masih diundang towal towel.... attitude nya gak bagusss sering motong omongan,1 tahun yang lalu,,ya ampun undang towal towel attitude nya gak bagusss motong omong
YouTube,B4j1n9*N ini orang kok di undang undang mulu... harusnya itu orang diboikot,1 tahun yang lalu,,bjnn orang undang undang mulu orang boikot
YouTube,Towel sebentar lagi jd GILA,1 tahun yang lalu,,towel sebentar jd gila
YouTube,Towel sebentar lagi jd GILA,1 tahun yang lalu,,towel sebentar jd gila
YouTube,Lama2 gw report nih metro ngundang towel mulu,1 tahun yang lalu,,gw report nih metro ngundang towel mulu
YouTube,Besok besok undang towel dan pemain timnas gimana reaksi nya towel,1 tahun yang lalu,,besok besok undang towel main timnas gimana reaksi nya towel
YouTube,Saya gak setuju sama welli .. kalo kamu mau buat klub lokal sendiri begok,1 tahun yang lalu,,gak tuju welli kalo klub lokal begok
YouTube,No Towel No Party,1 tahun yang lalu,,no towel no party
YouTube,Bung towel cocoknya lawan rocky gerung,1 tahun yang lalu,,towel cocok lawan rocky gerung
YouTube,Kasih paham dulu itu towel,1 tahun yang lalu,,kasih paham towel
YouTube,Towel kau memang sampah,1 tahun yang lalu,,towel kau sampah
YouTube,Yang pasti dia ga suka sty dan naturalisasi,1 tahun yang lalu,,ga suka sty naturalisasi
YouTube,"ini knp org ini masih diundang.. 
Komen berdasarkan kebencian",1 tahun yang lalu,,knp org undang komen dasar benci
YouTube,"So hebat towel
Org suka bikin huru hara sna sini",1 tahun yang lalu,,so hebat towel org suka bikin huru hara sna
YouTube,Towel ini orang gila. Media juga gila undang orang gila,1 tahun yang lalu,,towel orang gila media gila undang orang gila
YouTube,Mu lumut mu towel,1 tahun yang lalu,,mu lumut mu towel
YouTube,Ngapain sih di undang itu towel,1 tahun yang lalu,,ngapain sih undang towel
YouTube,"Ginilah METRO TV, sukanya yang ngak ber attitude dan etika, Towel motong-motong penjelasan orang sesukanya yang disukai METRO.",1 tahun yang lalu,,gin metro tv suka ngak ber attitude etika towel motongmotong jelas orang suka suka metro
YouTube,Itu lah media bung.kalo ada yg hngat pasti d angkat.mungkin media tdk peduli dngan kmjuan timnas.yg terpnting rating yg d cari oleh media.itulah kebusukan media indonesia.,1 tahun yang lalu,,media bungkalo yg hngat d angkatmungkin media tdk peduli dngan kmjuan timnasyg terpnting rating yg d cari mediaitulah busuk media indonesia
YouTube,Idiskusinya salah judul........karena Bung Towel sangat iri dan tdk suka sama STY.......,1 tahun yang lalu,,idiskusinya salah judulkarena towel iri tdk suka sty
YouTube,Dislike aja,1 tahun yang lalu,,dislike aja
YouTube,betul ini akn brdmpak pda psikologis pemain seakan mrasa terbebani oleh brbagai kontroversi sdgkn brmain sepakbola itu lepas hya semangat bermain dilapangan yg hrus jdi fokus mereka .,1 tahun yang lalu,,akn brdmpak pda psikologis main akan mrasa beban brbagai kontroversi sdgkn brmain sepakbola lepas hya semangat main lapang yg hrus jdi fokus
YouTube,KLO NATURALISASI PEMAIN JANGAN NANGGUNG2 AMBIL YG BAGUS JANGAN SAMA KEMAMPUAN NYA SAMA ANAK PRIBUMI,1 tahun yang lalu,,klo naturalisasi main nanggung ambil yg bagus mampu nya anak pribumi
YouTube,"​ @qodrimaimoris856  Lu dimana mana ada bos,klo ngikutin timnas baru baru ini pas menang mah gausah banyak bacot sini adu debat Ama gua",1 tahun yang lalu,,lu mana bosklo ngikutin timnas pas menang mah gausah bacot adu debat ama gua
YouTube,"​ @qodrimaimoris856  emang kemampuan Pribumi samapai mana sih, selama ini kan yg main Pribumi semua hasilnya apa coba lu hitung berapa tahun Indonesia tidak masuk piala Asia, AFF pun sulit timnas 23 tidak pernah lolos piala Asia kecuali jaman shin tha yong bahkan masuk semi final, apa lu buta",1 tahun yang lalu,,emang mampu pribumi samapai sih yg main pribumi hasil coba lu hitung indonesia masuk piala asia aff sulit timnas lolos piala asia kecuali jaman shin tha yong masuk semi final lu buta
YouTube,"​ @qodrimaimoris856 Naturalusasi jmn skrng itu hrus yg ada darah Indonesia nya bos,,lgian itu yg di naturalisaai itu jg udh pmaen Top jg.",1 tahun yang lalu,,naturalusasi jmn skrng hrus yg darah indonesia nya boslgian yg naturalisaai jg udh pmaen top jg
YouTube,"Kita pertajam dalam konteks sepak bola katanya, ini bukan mempertajam konteks tapi mau nyinyir",1 tahun yang lalu,,tajam konteks sepak bola tajam konteks nyinyir
YouTube,Ya ampun masih di undang towal towelll,1 tahun yang lalu,,ya ampun undang towal towelll
YouTube,Mati kutu si towel dirujak bung hamdan. Pinginnya menyudutkan sty tapi di sumpal bacotnya oleh bung hamdan,1 tahun yang lalu,,mati kutu si towel rujak hamdan pinginnya sudut sty sumpal bacot hamdan
YouTube,Towel towel towel,1 tahun yang lalu,,towel towel towel
YouTube,gak usah di tonton,1 tahun yang lalu,,gak tonton
YouTube,Jngn diundang lah orang kyk tewel gini bikin ribet,1 tahun yang lalu,,jngn undang orang kyk tewel gin bikin ribet
YouTube,"emang si tololet toel ..mulut nya kayak mulut perempuan.,coba dia di kasi menjadi pelatih..biar si towel mampus..dia sok paling jago..",1 tahun yang lalu,,emang si tololet toel mulut nya kayak mulut perempuancoba kasi pelatihbiar si towel mampusdia sok jago
YouTube,ter tulul tulul akibat well tululll,1 tahun yang lalu,,ter tulul tulul akibat well tululll
YouTube,Wel towel...omongan u!,1 tahun yang lalu,,wel towelomongan u
YouTube,"Si towel cocoknya jadi jubirnya anis saja 😂😂😂, towel buka mata dan telinganmu buka lebar"" kurang apa timnas Belgia pemainya hebat"" tapi kalau pelatihnya gk hebat gk bisa apa"" keok terus Belgia...towel towel memang bajingan luh",1 tahun yang lalu,,si towel cocok jubirnya anis towel buka mata ting buka lebar timnas belgia mai hebat latih gk hebat gk keok belgiatowel towel bajing luh
YouTube,Ini stasiun tv tidak ngerti bola sok pake ada acara bicara bola. Hasilnya ya gini ngundang Narsum ngawur,1 tahun yang lalu,,stasiun tv ngerti bola sok pake acara bicara bola hasil ya gin ngundang narsum ngawur
YouTube,"Ya Kalah....🤣🤣🤣🤣🤣🤣
Klw lawan Israel pasti menang.🤪🤪🤪🤪🤪🤪🤪🤪🤪🤪",1 tahun yang lalu,,ya kalah klw lawan israel menang
YouTube,"Emang bbi nih org,, knp jg di undang si provokator cabang nguyen asw satu ini..",1 tahun yang lalu,,emang bbi nih org knp jg undang si provokator cabang nguyen asw
YouTube,PEMAIN LOKAL BANYAK YG BEKERJASAMA DGN MAFIA BOLA TANYA SITOWEL DAN HORISON CS,1 tahun yang lalu,,main lokal yg bekerjasama dgn mafia bola sitowel horison cs
YouTube,Nampaknya kebodohan si towel ga ngerti bola,1 tahun yang lalu,,nampaknya bodoh si towel ga ngerti bola
YouTube,Towel ini pengamat dlam sudut pandang kebencian krna d pecat dri esco .,1 tahun yang lalu,,towel amat dlam sudut pandang benci krna d pecat dri esco
YouTube,Apa2an indonesia mah sepakbola komentatornya politikus..,1 tahun yang lalu,,indonesia mah sepakbola komentator politikus
YouTube,Ya udah kita buat kualifikasi piala dunia semua pemain timnas naturalisai semua soal ny kalau lokal semua kita semua udah pada tau gx pernah lolos,1 tahun yang lalu,,ya udah kualifikasi piala dunia main timnas naturalisai ny lokal udah tau gx lolos
YouTube,"krn daya tarik STY lah pemain keturunan mau.
towel towel masih ada aja tv ngundang ini orang.",1 tahun yang lalu,,krn daya tarik sty main turun towel towel aja tv ngundang orang
YouTube,Info santet towel,1 tahun yang lalu,,info santet towel
YouTube,Gak sebanding dengan hamdan omongan u wel...,1 tahun yang lalu,,gak banding hamdan omong u wel
YouTube,Konten yg sdh di siapkan jika gak lolos olimpiade cek 😂😂😂,1 tahun yang lalu,,konten yg sdh siap gak lolos olimpiade cek
YouTube,Bagus ditempeleng saja ini si TOEL serius fix siapapun ketemu tempeleng saja...dijawab serasional apapun TOEL mengarah ke kasuistik lagi.,1 tahun yang lalu,,bagus tempeleng si toel serius fix ketemu tempeleng sajadijawab rasional apa toel arah kasuistik
YouTube,"Si Towel pemecah belah sepak bola indonesia,,,,gak mutu,,,,,,,",1 tahun yang lalu,,si towel pecah belah sepak bola indonesiagak mutu
YouTube,Towel bukan pengamat sepak bola tapi pengamat sty,1 tahun yang lalu,,towel amat sepak bola amat sty
YouTube,"Gw senyum2 sendiri ternyata pawangnya towel pak Hamdan 😂😂😂. 

Kenapa gak dari dulu muncul one on one sama towel sih pak hamdan 😂😂😂

Towel gak berkutik, gak bisa counter, bisanya cuman mindahin topik dan mempertahankan keywordnya sendiri yaitu ""gw harus tetep mengkritik STY"" 😂😂😂

Coba lihat, apapun topik yang ditanyakan pembawa acara, selalu dilariin lagi ke STY STY STY. 😂😂

Bahas naturalisasi dia gak bisa counter statement pak hamdan, dia belokin. 😂

Towel towel. 😂",1 tahun yang lalu,,gw senyum pawang towel hamdan gak muncul one on one towel sih hamdan towel gak kutik gak counter bisa cuman mindahin topik tahan keywordnya gw tetep kritik sty coba lihat apa topik bawa acara dilariin sty sty sty bahas naturalisasi gak counter statement hamdan belokin towel towel
YouTube,Towelll...dah jelas di timnas masih bnyk pemain liga 1...pelatih sekelas Pep pun akn sulit ..jd emang bener kuncinya tingkatkan kualitas liga..dan pengembangan usia dini..agar ke depan bnyk pemain berkelas dan dinaungi liga yg prof..naturalisasi mrpkan peluru tambahan,1 tahun yang lalu,,towellldah timnas bnyk main liga latih kelas pep akn sulit jd emang bener kunci tingkat kualitas ligadan kembang usia diniagar bnyk main kelas naung liga yg profnaturalisasi mrpkan peluru tambah
YouTube,Towel2 emosi gua lama2 liat manusia ini . Hadehh otak nya kmna x,1 tahun yang lalu,,towel emosi gua liat manusia hadehh otak nya kmna x
