platform,komentar,timestamp,sentimen,komentar_clean
YouTube,"Dengerin nih towel..naturalisasi itu bisa meningkatkan kekuatan tim..menningkatkan kemampuan pemain lokal utk bisa bersaing mendapatkan tempat utama di timnas.. kalau misal ga ada naturalisasi,mungkin kita ga lolos piala asia u20 u23 dan senior..",1 tahun yang lalu,,dengerin nih towelnaturalisasi tingkat kuat timmenningkatkan mampu main lokal utk saing utama timnas ga naturalisasimungkin ga lolos piala asia u u senior
YouTube,Dimata media telivisi towel sangat berharga karna bisa meningkat kan rating.dimata fans timnas tidak ada  harga dirinya Dimata PSSI di anggap sampah 🤣,1 tahun yang lalu,,mata media telivisi towel harga karna tingkat ratingdimata fans timnas harga mata pssi anggap sampah
YouTube,SI TOWEL SURUH JADI PELATIH🤣🤣🤣🤣,1 tahun yang lalu,,si towel suruh latih
YouTube,Bung towel ini sakit hati sm sty  krn sdh tdk di pakai lg sm tv jd pengamat bola wkwkwkk,1 tahun yang lalu,,towel sakit hati sm sty krn sdh tdk pakai lg sm tv jd amat bola wkwkwkk
YouTube,Bung Hamdan sangat cerdas,1 tahun yang lalu,,hamdan cerdas
YouTube,Sedih liat timnas kalah lebih menderita liat towel malam ini diberi paham,1 tahun yang lalu,,sedih liat timnas kalah derita liat towel malam paham
YouTube,Selagi masih hidup punya darah Indonesia hak wajib boleh bela tanah kelahiran leluhur nya.............sepak bola dunia sekarang udah semua pke pemain keturunan semua timnas Maroko piala dunia kemaren di Qatar semua nya Maroko pake pemain keturunan semua nya.........................,1 tahun yang lalu,,selagi hidup darah indonesia hak wajib bela tanah lahir leluhur nyasepak bola dunia udah pke main turun timnas maroko piala dunia kemaren qatar nya maroko pake main turun nya
YouTube,toel tu gilaxxxx breee,1 tahun yang lalu,,toel tu gilaxxxx breee
YouTube,"Kenapa trus kasih panggung wat towel ya..pa karna media cari viuw aja bair reting naik gtu,,da lah jgn ksih panggung orng yg begtu fokus saja pa yg di lakukan pak erick to semua demi bngsa dan negara,,",1 tahun yang lalu,,trus kasih panggung wat towel yapa karna media cari viuw aja bair reting gtuda jgn ksih panggung orng yg begtu fokus pa yg laku erick to bngsa negara
YouTube,Tolong media jngan kasik pnggung orang ini.,1 tahun yang lalu,,tolong media jngan kasik pnggung orang
YouTube,Bola jngn di masuk ka politik dong,1 tahun yang lalu,,bola jngn masuk ka politik
YouTube,"Bung towel ngobrol mslh bola mah sama sya yuk, anda kyknya gk ada rasa seneng timnas berprestasi,",1 tahun yang lalu,,towel ngobrol mslh bola mah sya yuk kyknya gk neng timnas prestasi
YouTube,"Otak towel otak udang ,ngomong muter2 g jelas ,kurang vitamin t ,vitamin tai",1 tahun yang lalu,,otak towel otak udang ngomong muter g vitamin t vitamin tai
YouTube,"CIRI CIRI ORANG GAGAL ADALAH : SENANG LIHAT ORANG SUSAH, SUSAH LIHAT ORANG SENANG 😂
SIAPAKAH ITU ? 
YA KALIAN BETUL : BUNG TOWEL 😂",1 tahun yang lalu,,ciri ciri orang gagal senang lihat orang susah susah lihat orang senang ya towel
YouTube,"CIRI CIRI ORANG GAGAL ADALAH : SENANG LIHAT ORANG SUSAH, SUSAH LIHAT ORANG SENANG 😂
SIAPAKAH ITU ? 
YA KALIAN BETUL : BUNG TOWEL 😂",1 tahun yang lalu,,ciri ciri orang gagal senang lihat orang susah susah lihat orang senang ya towel
YouTube,"CIRI CIRI ORANG GAGAL ADALAH : SENANG LIHAT ORANG SUSAH, SUSAH LIHAT ORANG SENANG 😂
SIAPAKAH ITU ? 
YA KALIAN BETUL : BUNG TOWEL 😂",1 tahun yang lalu,,ciri ciri orang gagal senang lihat orang susah susah lihat orang senang ya towel
YouTube,"CIRI CIRI ORANG GAGAL ADALAH : SENANG LIHAT ORANG SUSAH, SUSAH LIHAT ORANG SENANG 😂
SIAPAKAH ITU ? 
YA KALIAN BETUL : BUNG TOWEL 😂",1 tahun yang lalu,,ciri ciri orang gagal senang lihat orang susah susah lihat orang senang ya towel
YouTube,"CIRI CIRI ORANG GAGAL ADALAH : SENANG LIHAT ORANG SUSAH, SUSAH LIHAT ORANG SENANG 😂
SIAPAKAH ITU ? 
YA KALIAN BETUL : BUNG TOWEL 😂",1 tahun yang lalu,,ciri ciri orang gagal senang lihat orang susah susah lihat orang senang ya towel
YouTube,"CIRI CIRI ORANG GAGAL ADALAH : SENANG LIHAT ORANG SUSAH, SUSAH LIHAT ORANG SENANG 😂
SIAPAKAH ITU ? 
YA KALIAN BETUL : BUNG TOWEL 😂",1 tahun yang lalu,,ciri ciri orang gagal senang lihat orang susah susah lihat orang senang ya towel
YouTube,"CIRI CIRI ORANG GAGAL ADALAH : SENANG LIHAT ORANG SUSAH, SUSAH LIHAT ORANG SENANG 😂
SIAPAKAH ITU ? 
YA KALIAN BETUL : BUNG TOWEL 😂",1 tahun yang lalu,,ciri ciri orang gagal senang lihat orang susah susah lihat orang senang ya towel
YouTube,"CIRI CIRI ORANG GAGAL ADALAH : SENANG LIHAT ORANG SUSAH, SUSAH LIHAT ORANG SENANG 😂
SIAPAKAH ITU ? 
YA KALIAN BETUL : BUNG TOWEL 😂",1 tahun yang lalu,,ciri ciri orang gagal senang lihat orang susah susah lihat orang senang ya towel
YouTube,Towel anda ktnya pengamat sepak bola tapi pandangan amda keliru besar  knpa anda ribut trus biadap kau kenapa anda ribut trus anda ini manusia punya etika atau tdk belajar dlu bersihkan dlu Ekuimu bang,1 tahun yang lalu,,towel ktnya amat sepak bola pandang amda keliru knpa ribut trus biadap kau ribut trus manusia etika tdk ajar dlu sih dlu ekuimu bang
YouTube,Towel contoh orang yang guoblok e nemen,1 tahun yang lalu,,towel contoh orang guoblok e nemen
YouTube,"Towel itu kelihatan bnget gk ngerti taktik dan permainan sepak bola,dia cuman ngerti klau bola itu bulat,kelihatan bnget di debat ini.",1 tahun yang lalu,,towel bnget gk ngerti taktik main sepak boladia cuman ngerti klau bola bulatkelihatan bnget debat
YouTube,Perwakilan PSSI ini terlalu kalem. Sehingga lawan dapat panggung. PSSI  Kita butuh  Roky gerung biar pusing tu orang  😂😂,1 tahun yang lalu,,wakil pssi kalem lawan panggung pssi butuh roky gerung biar pusing tu orang
YouTube,Cuman di Indo semua hal terlalu banyak perdebatan,1 tahun yang lalu,,cuman indo debat
YouTube,Pemain timnas lokal hancur banyak bola yg di buang   towel  hanya cuman  bicara doang yg di lawang  itu cuma  Asian bukan Asia tenggara  towel towel,1 tahun yang lalu,,main timnas lokal hancur bola yg buang towel cuman bicara doang yg lawang asi asia tenggara towel towel
YouTube,jgn di undang org pemecah belah gk bakalan maju indonesia ini tv jg deman bangat ama towel,1 tahun yang lalu,,jgn undang org pecah belah gk maju indonesia tv jg dan bangat ama towel
YouTube,"nagapain di kasih pangung lagi sih si towel ,dia mah pemecah belah kayak dia gk suka indo maju ,banyak bacot dia ,emg dia udh memberikan apa buat sepak bola inddo",1 tahun yang lalu,,nagapain kasih pangung sih si towel mah pecah belah kayak gk suka indo maju bacot emg udh sepak bola inddo
YouTube,Memang ituh towel mental dulu kurang sekarang di tambah pemain diaspora mental pemain lokal naik ada percaya diri kebawa sama pemain diaspora masa ggituh juga GX paham 🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️😅😅😅😅,1 tahun yang lalu,,ituh towel mental main diaspora mental main lokal percaya bawa main diaspora ggituh gx paham
YouTube,Wel towel cangkemu ngomong gedrabus koyok taek cocot mu jalok disumpel taek,1 tahun yang lalu,,wel towel cangkemu ngomong gedrabus koyok taek cocot mu jalok sumpel taek
YouTube,"Bagaimana mau maju indonesia 
Apa apa yg mau maju d KOMENTARI.",1 tahun yang lalu,,maju indonesia yg maju d komentar
YouTube,tolong itu towel dicarikan pelatih yang paling top twel suruh jadi pemain.towel bisa main .gak.,1 tahun yang lalu,,tolong towel cari latih top twel suruh pemaintowel main gak
YouTube,Bener² muka tembok china  si towel,1 tahun yang lalu,,bener muka tembok china si towel
YouTube,Yang diundnag towel sebelahnya towel pks ...gak cocok televisi cuma cari rating saja tapi bukan mencari solusi...,1 tahun yang lalu,,diundnag towel belah towel pks gak cocok televisi cari rating cari solusi
YouTube,Bung Towel itu manusia bodoh hanya bisa mengeritik  waktu dia di berikan oleh PSSI kesempatan malah melepem,1 tahun yang lalu,,towel manusia bodoh keritik pssi sempat melepem
YouTube,"Org ini seperti Towel.....gerti bola....!!!??
Manusia...terlalu sentimen....sama  pelatih Timnas...STY
Jika dia ini di tunjuk jadi  pelatih Timnas apakah org ini mampu
........!!???😊😊😊😊😊",1 tahun yang lalu,,org towelgerti bola manusiaterlalu sentimensama latih timnassty latih timnas org
YouTube,Jelasin gini sama towel ya gak mungkin paham,1 tahun yang lalu,,jelasin gin towel ya gak paham
YouTube,Towel jadi pelatih ya amburadul,1 tahun yang lalu,,towel latih ya amburadul
YouTube,Udsh pak hamdan kasih jaabtan saja buat nanganin AFF cpba dengan pilihan penain pilihannnya muak dengan orang kek towel kalao hujat seenak jidat kalao d hujat balek emois mau nyanaoa itu orang,1 tahun yang lalu,,udsh hamdan kasih jaabtan nanganin aff cpba pilih penain pilihannnya muak orang kek towel kalao hujat enak jidat kalao d hujat balek emois nyanaoa orang
YouTube,"Semakin ke sini saya semakin khawatir dengan keselamatan bung Towel,  saya takut bung Towel ada yg.....,  karena sebenarnya yg dia lawan itu Netizen",1 tahun yang lalu,,khawatir selamat towel takut towel yg yg lawan netizen
YouTube,"Manusia klu udah kayak 💩💩 pikiran n hatinya  pasti selalu mencari kesalahan""...itu bukan kritisisasi,bukan omongan pengamat sepak bola yg ingin timnas maju tp 100% pingin menjatuhkan timnas kita..KRITIKAN ITU SIFAT Y MEMBANGUN BUKAN MERONTOKKAN SEMANGAT,,,,emang mafia bola y seperti itu  dasar💩💩💩 lho",1 tahun yang lalu,,manusia klu udah kayak pikir n hati cari kesalahanitu kritisisasibukan omong amat sepak bola yg timnas maju tp pingin jatuh timnas kitakritikan sifat y bangun rontok semangatemang mafia bola y dasar lho
YouTube,Dari 5 yg di undang di procast ini hanya 1 yg waras 😂,1 tahun yang lalu,,yg undang procast yg waras
YouTube,Rewel banget nih sitowel anj,1 tahun yang lalu,,rewel banget nih sitowel anj
YouTube,"Towe.......l  towel apa mau lu, mas apa dia towel itu di kasih pelatih saja apa cocok.?",1 tahun yang lalu,,towel towel lu mas towel kasih latih cocok
YouTube,Pokoknya towel jgn dikasih panggung utk berbicara...sgt jelas towel sangat ingin terlibat di dalam kepengurusan  pssi,1 tahun yang lalu,,pokok towel jgn kasih panggung utk berbicarasgt towel libat urus pssi
YouTube,"Ksih bansos aja buat towel,kehabisan beras dia tuh makanya nyinyir biar dapat panggung",1 tahun yang lalu,,ksih bansos aja towelkehabisan beras tuh nyinyir biar panggung
YouTube,"W bingung kenapa orng seperti sie towel selalu di kasih panggung publik ,",1 tahun yang lalu,,w bingung orng sie towel kasih panggung publik
YouTube,"Towel jngn undang di tv,,hanya memecah belah sepak bola,,,mau naturalisasi mau nga trsrah PSSI yg penting timnas indonesia jauh lebih baik",1 tahun yang lalu,,towel jngn undang tvhanya pecah belah sepak bolamau naturalisasi nga trsrah pssi yg timnas indonesia
YouTube,bangkai x mulutmu TOWEL.apa salah sty samamu.gk bisa cari uang ya kau karna STY melatih timnas,1 tahun yang lalu,,bangkai x mulut towelapa salah sty samamugk cari uang ya kau karna sty latih timnas
YouTube,PSSI LAGI BERJUANG SEPAKBOLA MAJU INI ORG MAU HANCURKAN DENGAN UCAPANNYA,1 tahun yang lalu,,pssi juang sepakbola maju org hancur ucap
YouTube,Tarik telingax towel kuciaki hungangggggggggggg😂,1 tahun yang lalu,,tarik telingax towel ciak hungangggggggggggg
YouTube,Kapan bong towel debat sama pak erik thohir boz,1 tahun yang lalu,,bong towel debat erik thohir boz
YouTube,"😅 kalo udah benci STY, apapun Jadi bahan bacotan Si Taiwel😂 walaupun rela terlihat seperti orang gangguan kejiwaan..😅",1 tahun yang lalu,,kalo udah benci sty apa bahan bacot si taiwel rela orang ganggu jiwa
YouTube,"Towel ini gak mau kalo tim nas maju dia saya duga adalah mafia sepak bola indonesia era la nyala mataliti,gak mau kalo tim nas maju,mau pengurus pssi berusa bersama sty pasti salah terus....hanya membuat onar di negeri ini",1 tahun yang lalu,,towel gak kalo tim nas maju duga mafia sepak bola indonesia era la nyala matalitigak kalo tim nas majumau urus pssi rusa sty salah terushanya onar negeri
YouTube,Tuh towel mingkem ngerti apa kaga? Jangan2 otaknya kosong karena isinya buat menghasut dan mencari2 kejelekannya aja. Coba dong dia dijadiin pelatih bisa bikin apa buat timnasss...,1 tahun yang lalu,,tuh towel mingkem ngerti kaga otak kosong isi hasut cari jelek aja coba dijadiin latih bikin timnasss
YouTube,Betul kata nya justin ngak nyambung di ajak diskusi,1 tahun yang lalu,,nya justin ngak nyambung ajak diskusi
YouTube,suruh aja towel pilih pelatih yang mana dia suka,1 tahun yang lalu,,suruh aja towel pilih latih suka
YouTube,Ayo unsabcrebe metro udah ngundang towel dan kasih jempol bawahnya,1 tahun yang lalu,,ayo unsabcrebe metro udah ngundang towel kasih jempol bawah
YouTube,Bung towel yg membelah,1 tahun yang lalu,,towel yg belah
YouTube,"Bicara TALENTA, sebetulnya orang Indonesia tidak punya talenta di football. Mau pakai pelatih kelas dunia pun tak akan bisa menjadikan Indonesia sebagai juara dunia. Hanya buang-buang waktu, energi dan biaya saja. Masalah utamanya ada di SPEED & ACCURACY yang lemah.

Talentanya ada di badminton.",1 tahun yang lalu,,bicara talenta orang indonesia talenta football pakai latih kelas dunia jadi indonesia juara dunia buangbuang energi biaya utama speed accuracy lemah talenta badminton
YouTube,Memang bau mulut towel sudah terlalu busuk.,1 tahun yang lalu,,bau mulut towel busuk
YouTube,"Begini media2 sekarang, timnas sedang berjuang, tapi media2 malah ngundang orang kayak towel hanya demi biar ramai jadi topik, bikin kisruh, tontonan tidak berkualitas, gak usah ditonton lagi chanel nya metro kalau ada towel",1 tahun yang lalu,,media timnas juang media ngundang orang kayak towel biar ramai topik bikin kisruh tonton kualitas gak tonton chanel nya metro towel
YouTube,Gini amat ya cara berfikir towel 🤣🤣🤣,1 tahun yang lalu,,gin ya berfikir towel
YouTube,Dan kenapa towel selalu di kasih panggung....bisa memecah belah indonesia itu....,1 tahun yang lalu,,towel kasih panggungbisa pecah belah indonesia
YouTube,"Kan itu kaaarna lu wel ,jadi seperti itu semua",1 tahun yang lalu,,kaaarna lu wel
YouTube,yg anti loe doang seluruh pencita timnas semua pro panto pro panto  cuma loe yg kontra,1 tahun yang lalu,,yg anti loe doang cita timnas pro panto pro panto loe yg kontra
YouTube,sty out,1 tahun yang lalu,,sty out
YouTube,Ingat netizen Indonesia ada towel gak usah ditonton chanel TV manapun!!!,1 tahun yang lalu,,netizen indonesia towel gak tonton chanel tv mana
YouTube,Dasar setan lo bung towel pengamat bola odgj sampah masyarakat,1 tahun yang lalu,,dasar setan lo towel amat bola odgj sampah masyarakat
YouTube,"Ada towel gue skip aja, gak usah tonton chanel nya metro, kemrin nongol di tv one, eh diundang sm metro hanya, orang yg begini diundang di tv, bikin kisruh2 gak jelas, gak usah ditonton kalau ada towel biar yg ngundang rugi",1 tahun yang lalu,,towel gue skip aja gak tonton chanel nya metro kemrin nongol tv one eh undang sm metro orang yg undang tv bikin kisruh gak gak tonton towel biar yg ngundang rugi
YouTube,Lanjutkan pak erik,1 tahun yang lalu,,lanjut erik
YouTube,"Ini towel narasi nya kemana ya.. 
Towel tu lama lama otak nya kacau.. banyak bacot . Ketika di dalam pssi apa pres tasi towel sich.",1 tahun yang lalu,,towel narasi nya mana ya towel tu otak nya kacau bacot pssi pres tas towel sich
YouTube,Kira2 siapa yg bs buat towel g ngomg terus makin HR makin muak liat kata2 ambigunya,1 tahun yang lalu,,yg bs towel g ngomg hr muak liat ambigu
YouTube,Towel hanya cari panggung doang gk usah di undang,1 tahun yang lalu,,towel cari panggung doang gk undang
YouTube,Apakah semua yg di masukin tim inti apakah akan menang .?? Tergantung pemain.  Bukan berarti pelatihh salah terusss .kalau pemain atau laga tidak seperti yg di harap kan..ttp s Mangat jalani dan jalani menang kalah dlm permainan sudah biasa,1 tahun yang lalu,,yg masukin tim inti menang gantung main pelatihh salah terusss main laga yg harap kanttp s mangat jalan jalan menang kalah dlm main
YouTube,"Bung Towel ini sinis banget dg naturalisasi & Shin taeyoung , yahhhh namanya jg pengamat sepakbola",1 tahun yang lalu,,towel sinis banget dg naturalisasi shin taeyoung yahhhh nama jg amat sepakbola
YouTube,TOWEL gk nyambung kyok wong pelo sumpah,1 tahun yang lalu,,towel gk nyambung kyok pelo sumpah
YouTube,hahaah blunder d ucapan terahir si towell😅,1 tahun yang lalu,,hahaah blunder d ucap terahir si towell
YouTube,Pertanyaan bung towel lucu yang namanya tim menang kalah itu ya tim,1 tahun yang lalu,,towel lucu nama tim menang kalah ya tim
YouTube,Towel towel mengkritik ga jelas ketahuan kalau towel adalah mafia bola selalu ga setuju kalau Indonesia maju ga ada masukan buat pemain titipan.,1 tahun yang lalu,,towel towel kritik ga tahu towel mafia bola ga tuju indonesia maju ga masuk main titip
YouTube,Kasi si tolwel jadi pelatih kalo tidak juara kepalanya tendang jadikan bola,1 tahun yang lalu,,kasi si tolwel latih kalo juara kepala tendang jadi bola
YouTube,Dulu itu towel adalah jubirnya pssi pas era kegelapan yang di pimpin oleh lanyala.  Jadiya bisa nilai sendiri. Wahai saudaraku,1 tahun yang lalu,,towel jubirnya pssi pas era gelap pimpin lanyala jadiya nilai saudara
YouTube,"Bung toottttt*elll,,sebenernya yg membuat narasi sperti membelah antara lokal dan naturalisasi y dari statmend anda sendiri,,mau diakaui atau tidak jika spenuhnya 100 persen tanpa naturalisasi  apa bisa bersaing di level dunia untuk kawasan asean saja masih Ngap""an pemain kita dalam bermain",1 tahun yang lalu,,tootttttelllsebenernya yg narasi sperti belah lokal naturalisasi y statmend sendirimau diakaui spenuhnya persen naturalisasi saing level dunia kawasan asean ngapan main main
YouTube,"Towel towel towel towel 
Gua pengen bladog pake sendal butut 😂",1 tahun yang lalu,,towel towel towel towel gua ken bladog pake sendal butut
YouTube,Untuk metro tv sudah lah jgn trus mengundang c towel dia tidak ingin sepakbola Indonesia maju .dia cuma menbiat suasana jadi buruk kami sebagai pecinta sepakbola ingin lihat dab punya timnas Indonesia yg kuat dan terbukti dgn bnyk nya pemain diaspora timnas Indonesia jadi kuat bukn. Berarrti menutup talenta asli Indonesia tpi lebih bagus bnyak beljar dari pemain keturunan Indonesia bukti nya sekrng pamain lokal kita stamina nya kuay visi nya bagus lebih tenang karena mereka beljar dari pemain keturunan jdi stoopp undang orng yng bikin gduh 🙏🙏🙏kmi pecinta sepakbola sudah muak dgn sikap ctowel,1 tahun yang lalu,,metro tv jgn trus undang c towel sepakbola indonesia maju menbiat suasana buruk cinta sepakbola lihat dab timnas indonesia yg kuat bukti dgn bnyk nya main diaspora timnas indonesia kuat bukn berarrti tutup talenta asli indonesia tpi bagus bnyak beljar main turun indonesia bukti nya sekrng pamain lokal stamina nya kuay visi nya bagus tenang beljar main turun jdi stoopp undang orng yng bikin gduh kmi cinta sepakbola muak dgn sikap ctowel
YouTube,Kasi si towel jdi pelatih,1 tahun yang lalu,,kasi si towel jdi latih
YouTube,Toel itu manusia bisa ngomong,1 tahun yang lalu,,toel manusia ngomong
YouTube,"Towel banyak omong saja, saya setuju naturalisasi",1 tahun yang lalu,,towel omong tuju naturalisasi
YouTube,BOIKOT TOWELL..JAGAN KASIH PANGGUNG MULU TV..BIKIN RUSUH,1 tahun yang lalu,,boikot towelljagan kasih panggung mulu tvbikin rusuh
YouTube,"JUJUR SAJA NATURALISASINYA TERLALU BANYAK.
AGAK BERLEBIHAN KALO SEMUA POSISI FULL NATURALISASI TERUS BAGAIMANA HASIL PEMAIN LIGA KITA,? kasihan kalo pemain liga 1 tidak di kasih slot untuk timnas (yg sudah berlatih di liga 1), contoh nyaata stefano main bagus tapi tidak dipanggill.",1 tahun yang lalu,,jujur naturalisasi kalo posisi full naturalisasi hasil main liga kasihan kalo main liga kasih slot timnas yg latih liga contoh nyaata stefano main bagus dipanggill
YouTube,"Heran sama media² ternama 
Orang seperti towel,, selalu di kasih panggung",1 tahun yang lalu,,heran media nama orang towel kasih panggung
YouTube,Toel kanyjut,1 tahun yang lalu,,toel kanyjut
YouTube,"Pengen rasax di sandal bung towel ini,",1 tahun yang lalu,,ken rasax sandal towel
YouTube,Pertanyaan towel kaya bocah...... muter muter kaya obat nyamukkk... bodoh sekali lu wel towel,1 tahun yang lalu,,towel kaya bocah muter muter kaya obat nyamukkk bodoh lu wel towel
YouTube,"Emosi naturalisasi 
,, yang emosi tu siapa ?? Cuma mafia bola ,,Gini amat buat konten ,",1 tahun yang lalu,,emosi naturalisasi emosi tu mafia bola gin konten
YouTube,towel kok di ksih panggung ... orang kyak gni di suruh pindah ngara aja,1 tahun yang lalu,,towel ksih panggung orang kyak gni suruh pindah ngara aja
YouTube,Knapa sih towel2 lg sih coba tlg media tuh bantu bikin adem jgn malah nambah keruh suasana ksh dong kesempatan pssi yg baru berjalan ini utk membuktikan program nya,1 tahun yang lalu,,knapa sih towel lg sih coba tlg media tuh bantu bikin adem jgn nambah keruh suasana ksh sempat pssi yg jalan utk bukti program nya
YouTube,Bung toel cari pembenaran sendiri ketara benci banget sama sty,1 tahun yang lalu,,toel cari benar tara benci banget sty
YouTube,Inilah media kita.di ana ada berita hangat.pasti di angkat agar peenontonya uanyak.kmudian jadilah duit.tapi media kan gak mikir.ini penayangan bisaa  merusak pikiran atau tidak.mediia gak mikir.pdahal kklo media kkhususnya semua media.ga usah mengudang towel 100% slesai kan .lgian apa sih towel.penting juga enggak.ini yang maksa media.biar di tonton,1 tahun yang lalu,,media kitadi ana berita hangatpasti angkat peenontonya uanyakkmudian duittapi media gak mikirini tayang bisaa rusak pikir tidakmediia gak mikirpdahal kklo media kkhususnya mediaga udang towel slesai lgian sih towelpenting enggakini maksa mediabiar tonton
YouTube,"G ada otak, anak bangsa sedng berjuang difrancis tp si towel dll sibuk bahas naturalisasi, media jg salah ngapain ngundang orang yg anti naturalisasi dan kemajuan sepak bola, dizaman towel jd pengurus pssi terjadi dwi kepengurusan pssi dan liga kita hancur",1 tahun yang lalu (diedit),,g otak anak bangsa sedng juang difrancis tp si towel dll sibuk bahas naturalisasi media jg salah ngapain ngundang orang yg anti naturalisasi maju sepak bola zaman towel jd urus pssi dwi urus pssi liga hancur
YouTube,Ruwet bgt lo towel,1 tahun yang lalu,,ruwet bgt lo towel
YouTube,"Masih aja undang towel , #orang sampah",1 tahun yang lalu,,aja undang towel sampah
YouTube,"ODGJ,towel stress,paktor towel,cob towel jadi pelatih",1 tahun yang lalu,,odgjtowel stresspaktor towelcob towel latih
YouTube,Maaf bung toel apa yg sudah anda berikan untuk kemajuan timnas tolong sebukan satu aja contoh nya,1 tahun yang lalu,,maaf toel yg maju timnas tolong sebu aja contoh nya
YouTube,"Kaget lihat Jepang kipernya blasteran kulit hitam... Jerman yg mengagungkan ras Arya, bek dan penyerangnya jg kulit hitam... Diaspora harus dimanfaatkan bukan diri rutin terus.. Maju terus STY dan PSSI",1 tahun yang lalu,,kaget lihat jepang kiper blaster kulit hitam jerman yg agung ras arya bek serang jg kulit hitam diaspora manfaat rutin maju sty pssi
YouTube,"Towel masih aja di kasi panggung, ini orang sangat memusuhu sty krn tdk dapat lagi uang di sepak bola selama ada sty",1 tahun yang lalu,,towel aja kasi panggung orang memusuhu sty krn tdk uang sepak bola sty
YouTube,Bahas naturalisasi si Towel maĺah bahas STY g nyambung manusia beginian kok diberi panggung diundan TV,1 tahun yang lalu,,bahas naturalisasi si towel maah bahas sty g nyambung manusia panggung undan tv
YouTube,"Percuma di jelasin bang, pembenci akan tetap pembenci. 👍",1 tahun yang lalu,,jelasin bang benci benci
YouTube,Sentimen ke pssi kepengurusan erick tohir dan pelatih sty dgn mengatasnamakan KRITIK.. dulu naturalisasi byk tp gk banyak bacot.,1 tahun yang lalu,,sentimen pssi urus erick tohir latih sty dgn mengatasnamakan kritik naturalisasi byk tp gk bacot
YouTube,Bung towel knpaa slly ada,1 tahun yang lalu,,towel knpaa slly
YouTube,TOMBOLL YANG GERAM LIHAT MUKA TOWELL🤙🏼,1 tahun yang lalu,,tomboll geram lihat muka towell
YouTube,"Intinya jangn pernah kasih panggung untuk si towell buat berkomentar tentang sepak bola indonesia..si towell cuma cari sensasi dan cari panggung,,
Suruh si towel main bola 90 menit,yg ada malah kecengklak 😅😅..sok sok an lo welll well 😅😅",1 tahun yang lalu,,inti jangn kasih panggung si towell komentar sepak bola indonesiasi towell cari sensasi cari panggung suruh si towel main bola menityg kecengklak sok sok an lo welll well
YouTube,"Towell lu knapa sih benci amat keknya sama STY apa lu gak bisa nitipin pemain kek jaman lu waktu dlu masih berada di pengurusan PSSI , apa kerja lu dulu waktu masih di PSSI prestasi apa yg lu dapat ?? Progress apa yg lu lakukan untuk liga di indonesia selain pengaturan skor yg lu dan antek” lu buat ?? Ini PSSI era erik tohir lagi pembenahan atas kebobrokan dan membersihkan borok yg ada di sepakbola indonesia skarang , so kasih waktu jangan ngejudge STY terus bung prestasi yang dia raih bersama timnas skarang sudah termasuk baik , di bandingkan waktu jaman Towel masih di PSSI",1 tahun yang lalu,,towell lu knapa sih benci kek sty lu gak nitipin main kek jaman lu dlu urus pssi kerja lu pssi prestasi yg lu progress yg lu laku liga indonesia atur skor yg lu antek lu pssi era erik tohir benah bobrok bersih borok yg sepakbola indonesia skarang so kasih ngejudge sty prestasi raih timnas skarang banding jaman towel pssi
YouTube,seng membelah anda bung towel towel,1 tahun yang lalu,,seng belah towel towel
YouTube,"Towel lagi towel lagi
Ruwet",1 tahun yang lalu,,towel towel ruwet
YouTube,Bang Hamdan cerdas..,1 tahun yang lalu,,bang hamdan cerdas
YouTube,"Seperti wong pinter ini towel, ternyata terjadi gangguan kejiwaan,",1 tahun yang lalu,,pinter towel ganggu jiwa
YouTube,"Talenta banyak, tapi pendek2, kalo lwn tim2 Timteng dan Asia Timur keok terus, bahkan dgn skor telak, krn lemah bola atas, contoh AG 1986 dgn tim bertaburan bintang spt alm. Ricky Yakob, alm. Ribut Waidi, Rully Nere, Ponirin, dll. Tapi dibantai Korsel 4-0 dan Kuwait 5-0, walau masuk semi final, timnas generasi yg berbeda juga idem, belum lagi vs Suriah 7-1, Bahrain 10-0, Jepang 5-0, dan masih banyak lagi rekor2 menyedihkan lainnya",1 tahun yang lalu (diedit),,talenta pendek kalo lwn tim timteng asia timur keok dgn skor telak krn lemah bola contoh ag dgn tim tabur bintang spt alm ricky yakob alm ribut waid rully nere ponirin dll bantai korsel kuwait masuk semi final timnas generasi yg beda idem vs suriah bahrain jepang rekor sedih
YouTube,Si Toyel ini penecah belah antara lokal dengan Keturunan. Maunya si Toyel ini Timnas tdk berkembang.,1 tahun yang lalu,,si toyel penecah belah lokal turun mau si toyel timnas tdk kembang
YouTube,KEK GINI GAK NYERANG PERSONAL STY TRS MAKSUDNYA APA WELY WELY. LUCU,1 tahun yang lalu,,kek gin gak nyerang personal sty trs maksud wely wely lucu
YouTube,Boikot TV2 yg sengaja menaikkan rating dg cara ngasih panggung ke orang2 yg menghambat kemajuan sepak bola Indonesia.,1 tahun yang lalu,,boikot tv yg sengaja naik rating dg ngasih panggung orang yg hambat maju sepak bola indonesia
YouTube,Hai toel Lo klo udh ga bisa cari duit di bola udh diem buka usha dagang cilok,1 tahun yang lalu,,hai toel lo klo udh ga cari duit bola udh diem buka usha dagang cilok
