platform,komentar,timestamp,sentimen
YouTube,"Towel waktu jadi bagian di pssi hancur timnasnya,,bagaimana towel sekarang mau bicara sepakbola...lucu nya si towel kebangetan gobloknya",1 tahun yang lalu,
YouTube,Ptestasi mya towel itu apa.🤔🤔,1 tahun yang lalu,
YouTube,"Naturalisasi yang di minta para kritikus adalah minta pemain naturalisasi itu sekelas lamine yamal, pedri, haaland, atau pemain muda lain yang level 1,dan  kalo PSSI cari ada pasti nya diaspora yang selevel sama mereka.. hanya saja pertanyaan nya apakah diaspora yang selevel itu mau membela indonesia.??? Timnas bukan klub bola yang pemain nya bisa berpindah-pindah klub..",1 tahun yang lalu,
YouTube,"Logika nta towel yg kebalik,,pep guardiola suruh melatih indonesia dan indonesia kalah ,,trus di pertanyakan Taktik pep yg cerdik atau yg tidak😅😅😅",1 tahun yang lalu,
YouTube,"Towel2 lu memang orang yg bner2 ga tau malu ga tau trima ksih, sudah di kasih panggung malah tambah parah, siapapun yg di undang oleh stasiun tv yg orangnya ingin membangun sepak bola, lu trus menyerang, trus ingin berdebat seolah2 lu orang yg paling pinter dlm segala hal, ga peduli mau enak di dengar, ataupun tidak...
Tolong hadapkanlah si towel dgn erik thohir ketua pssi yg membuat semua keputisan, baik masalah naturalisasi, maslah pelatih dan masalah apapun mengenai sepak bola ini...",1 tahun yang lalu,
YouTube,"Jasa pak Hamdan yang ingin turut membantu membangun dan memajukan sepakbola Indonesia sangat luar biasa, beliau orang yg paling sibuk bersama coach IS dan pak Fachry Bachdim mencari pemain2 keturunan Indonesia yg berkualitas. Lah Towel, bacotnya aja gede a action nya apa, sumbangsih nya apa buat Timnas ?",1 tahun yang lalu,
YouTube,Local pride mentok di piala ciki aff🤣😥😥,1 tahun yang lalu,
YouTube,cangkem me towel ajeg ora seneng karo Sty..!,1 tahun yang lalu,
YouTube,Kenapa diii ini kompas tv masi undang handuk ini,1 tahun yang lalu,
YouTube,Towel coba melati club saja dulu supay kamu bisa dkatai pelatih bagus,1 tahun yang lalu,
YouTube,Lagi lagi ini si handuk tdk mau akui sty dasar kamu handuk,1 tahun yang lalu,
YouTube,Wkwkwk towel-towel😂😂😂😂,1 tahun yang lalu,
YouTube,Boikot aja si towel ini.,1 tahun yang lalu,
YouTube,"Semangat semuanya... Kritik silahkan tapi kasih solusinya menurut anda... 
Menurut sy... Pengamat yg bagus setelah kritik coba bantu solusi... Jadi semua kita sama sama bisa berfikir... Tapi perlu kt harus sadar nuga... Di dunia ini ga ada yg kekal... ❤bravo teammnas dan pssi dan pengmat juga",1 tahun yang lalu,
YouTube,"Towel,Anjas lucu2",1 tahun yang lalu,
YouTube,sayang ga ada penonton yg nimpuk si towel pk sepatu... please lain kali sambit ya...,1 tahun yang lalu,
YouTube,Knapa sih tv senang menampilkan  ODGJ ini towel towel😅,1 tahun yang lalu,
YouTube,Saya ko tidak pernah mendengar ada hiruk pikuk  perpecahan di masyarakat Indonesia terkait naturalisqsi pemain sepak bola yg ada adalah dukungan yg kuat dari masyarakat untuk team sepakbola kita agar lebih baik untuk masa yg akan datang dan sty sudah dan sedang melakukan itu,1 tahun yang lalu,
YouTube,"seharusnya towel dijadiin pelatih sty, atau klo sty mau bekerja harus yg di inginkan towel, 
dari sekian lama saya mengikuti arah pandangan towel yaa kesimpulan nya pelatih itu harus sesuai dengan yg towel mau, klo tidak pasti dikomentari, ""knp begitu, knp begini, knp bicara seperti itu, knp bicara seperti ini, knp milih dia ga milih yg itu, knp harus masukin dia bukannya masukin yg ini ajh,"" seperti pertanyaan towel ke sty, maka dari itu towel dijadiin juru bicara kepelatihan timnas,",1 tahun yang lalu,
YouTube,Towel. Banyak. Omong.   .apa. Prestasi.  Towel.,1 tahun yang lalu,
YouTube,Timnas berjuang media penghancur sm towel,1 tahun yang lalu,
YouTube,"Tv one metro i news penghalang maju sepakbola 
Atau cari rating saja datangkan si towel .. malah ribut debat natur sungguh giblok",1 tahun yang lalu,
YouTube,"Naturalisasi ini masih baru 3 tahun jalannya woy😂 apalah ni, kan emang iya dari dulu ada inferior compelxity. Sumpah alasannya mengada ngada",1 tahun yang lalu,
YouTube,Towel ki kokean cocot tok,1 tahun yang lalu,
YouTube,Seharusnya towel ini gak usah diundang tapi stasiun tv memanfaatkan towel untuk mencari keuntungan,1 tahun yang lalu,
YouTube,Pengamatx towel nyinyir..tvx metro samalah..sama2 tidak paham bola..pengamat politik juga   sok tau bola😆😆,1 tahun yang lalu,
YouTube,Ngapain ngundang org2 politik komentari bola seperto oqbal sama hendri,1 tahun yang lalu,
YouTube,Coach Justin : Towel sekarang Absurd.,1 tahun yang lalu,
YouTube,Bener kata couch Justin bung towel itu kalau di ajak mbahas timnas itu tidak nyambung.mangkanya couch Justin ugah debat bareng ma towel,1 tahun yang lalu,
YouTube,Towel sakit hati karna ngk dapat bagian di pssi... Ngk bisa nitip pemain ke timnas😂😂😂😂,1 tahun yang lalu,
YouTube,"Yg memecah belah toel sendiri yg pro dan tdk sama sty opininya toel sendiri ,ktnya pengamat? tp kpn tidak menilai pemain lokal yg egois cari nama sendiri ..maunya apasih ..yg paling saya sesalkan knp media malah memberi panggung orang ky toel ...asuuudahlahh pusing😅",1 tahun yang lalu,
YouTube,Mantap s bung Hamdan hamedan,1 tahun yang lalu,
YouTube,"klo mau bikin acara seperti ini, undang juga pa erik Tohir nya, biar para pengamat ini bicara langsung, berani engga para pengamat ini berdebat dengan ketum pssi",1 tahun yang lalu,
YouTube,Semakin banyak bicara towel sekin jelas bodohnya,1 tahun yang lalu,
YouTube,Berhubung indon kalah sama Guinea sy gak terlalu benci sama si towel. 😂😂,1 tahun yang lalu,
YouTube,Media kenapa lagi di undang TOWAL TOWEL itu mafianya bolanya indonesia,1 tahun yang lalu,
YouTube,Keren Mr Hamedan,1 tahun yang lalu,
YouTube,Kayaknya bong towel ini sinis dan iri sama sty😮😅,1 tahun yang lalu,
YouTube,"Udah laa TOWEL diam aja lu,, lu nggak tau apa apa,",1 tahun yang lalu,
YouTube,Coba towel jd pelatih panggil pemain liga yg terbaik menurut dia bisa gk dia bawa timnas  piala aff dulu.,1 tahun yang lalu,
YouTube,"TOWEL KAPAN YA MATI NYA, PGN CEPET NGELAYAT SOALNYA",1 tahun yang lalu,
YouTube,Towel gak bermuru jk beranalisa.memang  dasar gk bermutu.makin banyak omon makin kelihatan bobrok pikiranya.,1 tahun yang lalu,
YouTube,"Wkwkwke bung towel ini tidak mengerti sepak bola, dasar hati dengki, 🤣🤣🤣🤣.",1 tahun yang lalu,
YouTube,Cangkem badhek wrl,1 tahun yang lalu,
YouTube,Aff kok patokan .towel waktu kau jadi pengurus PSSI prestasimu apa Brow ?,1 tahun yang lalu,
YouTube,Saya izin untuk tidak merekomendasikan channel. Saya muak dengan orang ini bung towel atau siapalah namanya tidak penting buat saya. Yg jelas dont make stupid people famous.,1 tahun yang lalu (diedit),
YouTube,"G tau bola bicara bola, cuma bisa bacot lo towel,muka iblis",1 tahun yang lalu,
YouTube,"Beneran sih, ga usah dikasih panggung lagi komentator yang begini. Kritik2 yang disampaikan, sebaiknya lsg ditujukan ke PSSI",1 tahun yang lalu,
YouTube,"yang salah adalah stasion tv nya,,, demi supaya laris acaranya demi dilihat orang banyak, karena kontroversi orang tertentu...

Dengan diadakan acara kek gini terus hanya akan memecah belah sepak bola indonesia",1 tahun yang lalu,
YouTube,Bacot aja lu wel pintar otak loh bodoh,1 tahun yang lalu,
YouTube,"Untuk kesekian kalinya sampah ini di undang,,,talenta emas evan dimas dkk hancur kerna saat itu pssi nya ngk becus mungkin si mulut sampah ini didalamnya",1 tahun yang lalu,
YouTube,"Towel  nglantur muluk, parah banget.......",1 tahun yang lalu,
YouTube,Towel sok banget mengamati sepak bola tapi payah secara melihat dengan jelas jjr aja sekelas timnas prancis aja juara piala dunia itu ada juga diaspora nya dan imigran nya tidak semerta merta lokal dan lokal kita indonesia itu mentalnya udah naik karena motivasi juga dari pelatih STY dan towel tidak melihat itu hanya tau mengkritik yang tidak tau arahnya kemana coba dukung timnas kita biar lebih maju lagi kritik boleh asal sesuai arah dan tidak terlalu memprovokasi,1 tahun yang lalu,
YouTube,99 persen masyarakat indonesia setuju naturalisasi,1 tahun yang lalu,
YouTube,Hahaaa gak bakalan bisa nyambung otak towel,1 tahun yang lalu,
YouTube,"Towel bikin timnasinal sediri jooooo ngana,main bolah itu butuh menang dan ciptakan sejara,BKN bikin cerita masalalu",1 tahun yang lalu,
YouTube,"Kalau ada diskusi tidak membangun jangan dinonton ,kalau dinonton semakin jadi jadi media",1 tahun yang lalu,
YouTube,si TOWEL sama METRO TV sama Gobloknya 🤣🤣🤣,1 tahun yang lalu,
YouTube,Sebetulnya Towel sendiri yg memecah belah bikin gaduh😡,1 tahun yang lalu,
YouTube,towel ini dasarnya udah negaruf jadi apapun masalahnya akan jadi minus,1 tahun yang lalu,
YouTube,"Jngn ngmng naturalisasi,, itu diaspora bisa di bedain lah",1 tahun yang lalu,
YouTube,"Pengamat yg merasa paling hebat ,",1 tahun yang lalu,
YouTube,Saya lihat towel pengin lempat telor busok pikiran nya dangkal picik,1 tahun yang lalu,
YouTube,Towel perlu dideportasi.,1 tahun yang lalu,
YouTube,Towel itu pengamat khusus lokal yg bloon dan bodoh.,1 tahun yang lalu,
YouTube,Usul buat media2 jgn munculkan si towel makun ancur ni org,1 tahun yang lalu,
YouTube,Towel full senyum Indonesia gagal ke Olimpiade,1 tahun yang lalu,
YouTube,Mumet..mumet..si towel,1 tahun yang lalu,
YouTube,"Towel belum bisa memahami sudut pandang, netizen, pengamat, pelatih...semua memiliki sudut pandang yg berbeda-beda...",1 tahun yang lalu,
YouTube,Instan gmn. Pemain yg gabung timnas. Belajar dieropa. Klub aj yg pemainya makan indomie dibiarin aj.,1 tahun yang lalu,
YouTube,liat pak hamdan menghela nafasnya panjang bener ngadepin towel,1 tahun yang lalu,
YouTube,"Towel kamu banyak bicara ya coba towel kamu jangan jadi pengamat sepak bola , jadi pelatih coba biar mulut kau ga banyak omong, pengamat bola hanya pengamat bola bukan pemain bola dan bukan pelatih bola jadi towel bisanya hanya ngomong aja",1 tahun yang lalu,
YouTube,Orang 2 seperti towel ini cuma akan menjadi perpecahan....,1 tahun yang lalu,
YouTube,Towel tuj ngomong aja bnyak....disni kw jugling 50,1 tahun yang lalu,
YouTube,Percuma towel dengn rekannya gak sampek aakalnya,1 tahun yang lalu,
YouTube,Prancis aja mayoritas bukan pemain asli prancis....ini si towel koh pemikiran kupluk amat..,1 tahun yang lalu,
YouTube,Sabar pak hamdan. Orang gila udh dijawab bener g paham ngeyel. Gila emang,1 tahun yang lalu,
YouTube,"Towel tdk memakai otak,,😂😂😂",1 tahun yang lalu,
YouTube,boikot bung towel dari semua saluran tv keburukan aja yang dia cari kalau timnas menang hoki lah ribon lah bola muntah lah ngak ada yang bener ni si mata empat,1 tahun yang lalu,
YouTube,"Si towel ini tokoh antaganis utk kemajuan timnas,langkah dan strategi apapun yg dilakukan oleh pssi pasti salah dimata org ini,coba org ini diuji dgn melatih sebuah club pasti dia akan kebingungan dan ketahuan omong kosongnya.",1 tahun yang lalu,
YouTube,apapun TOWEL UPAYA SINGKIRKAN STY Agar team TOWEL CS BISA MENYISIPKAN PEMAIN TITIPAN,1 tahun yang lalu,
YouTube,"Sekarang pertanyaan y,dijaman towel JD Exco PSSI udh dpt apa aj timnas,padahal bagus2...",1 tahun yang lalu,
YouTube,Mantap nih narsum nya. Debatnya bermutu.,1 tahun yang lalu,
YouTube,Hidup nguyen van towel penuh kebencian dan iri hati😂😂😂😂....,1 tahun yang lalu,
YouTube,Sepertinya dia membenci sty dan naturalisasi,1 tahun yang lalu,
YouTube,Ini towel ini terus jawabannya si towel,1 tahun yang lalu,
YouTube,Sdh sy unsubscribe semua media channel yg ada towelnya,1 tahun yang lalu,
YouTube,"Racun ini towel, omongan nya kmna mana. Tau orang indo baperan,, jgn gtu dong omongannya nyerang k mental pemain nnti nya krna omongan gak jelas. Mindset ubah permainan menurun",1 tahun yang lalu,
YouTube,"Sukses ya Towel, jadi panen cuan dgn dia bersikap sbg opisisinya PSSI. Pinter cari duitnya dan media jadi cash cow nya Towel selama issue ini terus diangkat.",1 tahun yang lalu,
YouTube,"Dari sini kita  tau mana pengamat dan penghambat, yg salah medianya knp orang kaya gitu masih dikasih ruang",1 tahun yang lalu,
YouTube,"kenapa masih saja di bahas, justru tayangan"" seperti ini yg membuat timnas hancur dan tidak maju"",",1 tahun yang lalu,
YouTube,Setuju p hamdan ...rakyat indonesia bersama sty dan pssi,1 tahun yang lalu,
YouTube,Jangan dikasih panggung lagi bung towel😂😂😂😂😂😂😂😂😂,1 tahun yang lalu,
YouTube,Bung towel lagi😂😂😂😂😂😂😂😂😂,1 tahun yang lalu,
YouTube,Bung towel itu sakit dan penuh dengan iri hati.,1 tahun yang lalu,
YouTube,Ayoooo lupakan perbedaan❤❤❤❤❤❤❤❤❤❤ayoooo pemain keturunan pulang kampung❤❤❤❤❤❤❤❤❤❤❤,1 tahun yang lalu,
YouTube,"Apa untungnya undang si towel handuk ini, apa jasa dia buat negara ini",1 tahun yang lalu,
YouTube,Sy kesini krn Pak Hemedan...mntap Pak..❤❤❤❤,1 tahun yang lalu,
YouTube,Towel ni siapa sih bangsad...emang...kalo ga suka bilang aja gtu loh ga usah banyak bacod,1 tahun yang lalu,
YouTube,Naturalilasisasi itu memang cara instan buat meningkatkan level permainan timnas.. tinggal nego2 pemain keturunan beres..  memang untuk memperbaiki liga local butuh waktu yg ga sebentar tapi alangkah baiknya perbaiki kompetisi lokal dari level yg paling bawah ..,1 tahun yang lalu,
YouTube,dimata  towel sty naturalisasi gak ada bener bener nya,1 tahun yang lalu,
YouTube,"Towel cuma lususan tk, bacotnya kaya orang tidak pernah sekolah.",1 tahun yang lalu,
YouTube,bung towel coba komentari terkait aff singapore bagaimana indonesia main pada saat itu.,1 tahun yang lalu,
YouTube,Bung towel si raja gacor,1 tahun yang lalu,
YouTube,"Talenta titipan,semua PD bosok,ga da prestasi Wil towel🤭😂",1 tahun yang lalu (diedit),
YouTube,Anda yang membelah bajingan,1 tahun yang lalu,
YouTube,Kalau ada 100 orang kaya towel saya yakin indonesia sepak bola nya hancur ....,1 tahun yang lalu,
YouTube,"Orang setres jangan di undang,ujung2 kena hujat tu orang.",1 tahun yang lalu,
YouTube,towel dari sepak bola.. buat pemecah belah bdngsa spertinya.. Rockygarung... refflyharun.. PKS... SISATRIOPendukung anies... lewatpolitikvbuduknya..,1 tahun yang lalu,
YouTube,Towel selalu di beri panggung oleh metro tv  jangan2 sudah kerja sama,1 tahun yang lalu,
YouTube,metro tv.. dialog.. gabungan.. ribut dari sepak bola.. melalui.. Towel.. dnpolitik dari dua narasumer sisatrio.. dndari absk abah.. pendukung01,1 tahun yang lalu,
YouTube,"Kita tunggu saja alasan apa lagi bung towel pada saat timnas kita lolos putaran 3 kualifikasi pildun, juara aff.",1 tahun yang lalu,
YouTube,Dasarnya mmg iri dan sakit hati...faktanya sdh jls ada kemajuan ditangsngi STY,1 tahun yang lalu,
YouTube,"Kalimat bung towel yg mencari kesalahan sty anggap aja kembang2 proses perkembangan sepak bola nasional kita. Biar aja bergulir terus dan mendapatkan panggung. Kita tunggu aja nanti apa kata towel pada saat timnas lolos putraran 3 ppd, piala aff dan prestasi lainya. Menarik nih.....apa lagi alasan towel?",1 tahun yang lalu,
YouTube,Towel kebencian terhadap STY dan PSSI sudah mendarah daging.. timnas kita butuh dukungan bukan cercaan.. kalau jadi pengamat yang obyektif dong..,1 tahun yang lalu (diedit),
YouTube,"Indonesia kalah karena wasit var,itu perlu dibahas  kenapa naturalis dan sty aja dibahas coba wel jadi pelatih mampu nggak juara aff",1 tahun yang lalu,
YouTube,"Suruh aja Towel jadi pelatih wandu a banci l, dasar manusia ndak punya hati, iri, dengki, begitu timnas berjuang utk negara ini mulai dari awal sampai pinal dihujat lagi, sbg WNI harusnya memberi sport,",1 tahun yang lalu,
YouTube,Pemain naturalisasi punya andil  mengangkat mental para pemain asli indonesia.,1 tahun yang lalu,
YouTube,Towel itu mentah cuma aduk aduk kata kata ngk ada nilai tambah buat timnas,1 tahun yang lalu,
YouTube,Klo towel jd pelatih kira2 bisa bawa kemajuan gak ya?,1 tahun yang lalu,
YouTube,Alah njajal towel seng nglatih diwei Messi diwei Ronaldo. Dan pemain bintang dunia. Njajal ISO ora..,1 tahun yang lalu,
YouTube,"bingung gue, masih undang towel..  undang orang2 yg ngerti bola, jng yg cuma asal ngomong ngerti bola..  nih orang2 mau nya timnas kga berkembang, apakah salah naturalisasi?  kan kaga, ada peraturan nya dr FIFA...",1 tahun yang lalu,
YouTube,Kenapa orang macam towel diberi panggung metro,1 tahun yang lalu,
YouTube,"Tolonglah stop mendebatkan Tentang naturalisasi, karena itu wajar dan ada mekanisme di FIFA. HARUSNYA YG DIANGKAT ITU APA YG AKAN DILAKUKAN DENGAN PEMBINAAN USIA DINI",1 tahun yang lalu,
YouTube,Sampai kiamatpun towel ga bakalan senang liat sepak bola Indonesia berkembang 😂😂,1 tahun yang lalu,
YouTube,"Pengamat2 yg ngomg ngk penting, hanya pintar ngomg doang.. sakit hati aj..",1 tahun yang lalu,
YouTube,Lanjut kan trean sty mantabbbbbbb,1 tahun yang lalu,
YouTube,Hidup sty,1 tahun yang lalu,
YouTube,"Ngapa  di undang lg si sh towelll
Bisanya bacot doang",1 tahun yang lalu,
YouTube,Towel towel banyak bicara cobak kamu jadi pelatih.taiiiii,1 tahun yang lalu,
YouTube,Ternyata cerdasan Bung Hamdan hamedan,1 tahun yang lalu,
YouTube,Towel merasa paling pinter ...cuma bikin gaduh aja,1 tahun yang lalu,
YouTube,Dpt ilmu gratis tu sitowel dr tenaga ahli hemedan,1 tahun yang lalu,
YouTube,"Kalo dibilang u23 banyak pemain liga 1, Brarti di U23 teruji kualitas sin tae yong bung toweeelll",1 tahun yang lalu,
YouTube,"Tidak ada yang terbelah , cuma towel yang mau membela timnas",1 tahun yang lalu,
YouTube,Bung towel si mulut sampah,1 tahun yang lalu,
YouTube,Gendeng towel iku Jarno wes,1 tahun yang lalu,
YouTube,Wel towel raimu dadi pengurus pssi ora enek prestasine malah bosok prestasimu kok ngomentari pssi Erick tohir seng wangi koyo ngene. Raimu prestasimu bosok kok ora isin ngomen seng prestasine wangi.,1 tahun yang lalu,
YouTube,"pro dan kontra itu memang penting.., 
tetap diskusi dengan akal sehat.., 
ambil sisi positifnya, jadikan bahan evaluasi sisi nilai negative nya.., 
dan tetap bersatu demi timnas yang lebih baik...",1 tahun yang lalu,
YouTube,"Org kek towel layak di siram aer taek ,,biar sadar",1 tahun yang lalu,
YouTube,Towel tidak usah beri pengertian karna otaknya sudah membeku soal natutirslisasi.,1 tahun yang lalu,
YouTube,apa yg terbongkar ya,1 tahun yang lalu,
YouTube,Kenapa to...kalau timnas baru bagus2nya pasti ada yang seakan-akan tidak terima 😂😂😂😂😂...sebenarnya ada apa dengan orang2 yang nggak suka timnas maju....wes tekan kapan ????,1 tahun yang lalu,
YouTube,Yang hancurin sepak bola Indonesia. Sebetulnya si toel muka curut.,1 tahun yang lalu,
YouTube,"Anjg towel ,, bacot sial",1 tahun yang lalu,
YouTube,Kenapa orang kayak gini masih saja dikasih panggung,1 tahun yang lalu,
YouTube,Intinya pelatih Indonesia harus meningkatkan lesensi kepelatihannya dan pemain liga satu harus meningkatkan skil.y bersaing secara profesional dgn diaspora jangan depat mulu gk maju maju sepak bola nasional tv cmn depat mulu sama towel susah batu gitu lawak lawak,1 tahun yang lalu,
YouTube,Udahlah towel jadi pelatih timnas U-19 atau U-23 biar dia tau,1 tahun yang lalu,
YouTube,towol anjg,1 tahun yang lalu,
YouTube,Apapun yg dilakukan PSSI untuk pembenahan sepakbola nasional dipikiran   towel hanya negatif aja bgmn sepakbola bs maju...org2 spt towel ini sebenarnya tdk perlu ada krn hnya bikin gaduh aja,1 tahun yang lalu,
YouTube,Masalahnya towel di SEMUA TV ITU AJA YANG DIBAHAS BRO GAK ADA POSITIPNYA ITU ORANG,1 tahun yang lalu,
YouTube,Gak ada bangga bangga nya sama perjuangan negara buktinya dimanapun diundang tv yang fi omngin kalahnya muluk contoh vs irak 5 1,1 tahun yang lalu,
YouTube,Jangan dengar omong bung towel,1 tahun yang lalu,
YouTube,Udahlah timnas serahkan aja ke bung towel spy towel bisa eksplore & menorehkan kepintarannya di bola . Jadi netizen biar tahu kalau towel itu paling jago sedunia akherat ttg strategi bola😅,1 tahun yang lalu,
YouTube,"Loh Towel dasar gak pernah suka sama naturalisasi, lihat hasil nya bukan game to game kalah di Basra di ungkit kalah 5-1, yg penting hasil nya",1 tahun yang lalu,
YouTube,Saya sangat respek terhadap kecerdasan pak Hamdan,1 tahun yang lalu,
YouTube,Towel celokne pak Purnomo wae Ben d cucu dase,1 tahun yang lalu,
YouTube,Manusia anti pemain keturunan towel.. Nga tau brapa jumlah pemain keturunan😂😂😂,1 tahun yang lalu,
YouTube,Towel towel masih di undang aja,1 tahun yang lalu,
YouTube,Bang hamdan kalo di undang ada bung towel jangan mau datang aja bang....bikin emosi malah malu sendiri ngomong sama bung towel,1 tahun yang lalu,
YouTube,"Era jaman Anjas asmara persaingan antar negara tingkat asia tidak sebanyak dan seketat sekarang ini, itupun minim prestasi.

Lokal buat tanding di aff dan sea games aja , kalau ada yg bagus dipakai buat tanding tingkat asia",1 tahun yang lalu,
YouTube,"Talenta doang, lihat aja semua pemain legenda kita ga ada satupun yg bisa jd pemain inti di satupun klub Eropa, karena apa, ya emang belum layak main disana. Legenda negara lain udah pasti main jd pemain inti di klub Eropa. Fakta, kelas lokal kita masih jauh dr layak. Jadi ketika ada pemain keturunan yg pemain inti di liga top Eropa yg mau main di timnas ya seharusnya bersyukur.",1 tahun yang lalu,
YouTube,Si togel tuh jangan di undang di acara tv. Ga becus itu bacot nya. Masalah bola . Suruh aja dia jadi pelatih umur 12 tn.,1 tahun yang lalu,
YouTube,"Itu yg   urusin politik aja ama gerung ikut ikut sepak bola bikin runyam aja lu pansos lu kuple,,,",1 tahun yang lalu (diedit),
YouTube,"org baru saja dinaturalisasi sudah disuruh harus menang... menang.....menang... apaan... 
apa yg sudah dibuat towel utk Tim Indonesia.... intinya towel nggak suka sty.
nggak usah undang dia ahk.. males..",1 tahun yang lalu,
YouTube,Towel ngomongya udah ngk logis.. cuma bisa ngoceh tp gak ada isinya ... Ngapain ttp di undang sih...,1 tahun yang lalu,
YouTube,Sekarang kita kan dah tau towel sekrang dia mau ngomong apa biarin .. terserah .. dia hanya cari panggung... Mau dia ngomong apa bodo amat lanjutkan pak erik tohir,1 tahun yang lalu,
YouTube,Towell jangannn dipangillll imetroi jangan di panggilll,1 tahun yang lalu,
YouTube,bung towel emang selalu objektif dan memprioritaskan pemain lokal 👏👏,1 tahun yang lalu,
YouTube,Kalau timnas indonesia mau maju . Usir si towel dari indonesia,1 tahun yang lalu,
YouTube,Pemainnn LOKAl ngk mAMPu,1 tahun yang lalu,
YouTube,Ternyata di Indonesia pemecah belah bangsa dari berbagai aspek kehidupan bukan politik saja,1 tahun yang lalu,
YouTube,"iya lokal yang biasa di titipkan, dan kamu tau gak bahayanya pemain titipan? pemain titipan itu tidak perduli instruksi pelatih melainkan patuh pada perintah yang menitipkan pemain, karena yang menitipkan pemain itu,ada kepentingan di baliknya,yaitu cuan,  Pemain titipan itu yang bisa merubah hasil pertandingan,misal saat Indonesia unggul, tapi  si bos bertaruh besar untuk musuhnya, di saat itulah kegunaan pemain titipan untuk beraksi, bikin pelanggaran di kotak penalti, mengacaukan permainan tim, bikin blunder blunder di area berbahaya, bermain kasar supaya di kartu merah, memprovokasi tim supaya berkelahi dengan musuh biar dapat kartu merah, membuang-buang peluang, seperti itulah...yang pling mencolok adalah piala AFF 2010,.. dan di setiap Piala AFF ada saja pemain titipan, dan anda lihat,pasti ada saja kejadian seperti yang saya sebutkan tadi",1 tahun yang lalu,
YouTube,Towel..towel..🤣🤣,1 tahun yang lalu,
YouTube,"To the point saja lah, talenta dalam negri emang kurang. Marcelino saja masih banyak kurangnya padahal dianggap pemain potensial.",1 tahun yang lalu,
YouTube,"Jngn kasih panggung sama towel,itu mudeng ga si penjelasan pak hamdan hamedan?",1 tahun yang lalu,
YouTube,"Kacuuu toelll,ngapain di undang terus",1 tahun yang lalu,
YouTube,Towel parah,1 tahun yang lalu,
YouTube,"sampai kiamat kalo timnas indonesia hny menggunakan pemain lokal timnas indonesia tdk akan pernah maju boz

pembuktian keberadaan pemain diaspora akan kita lihat dlm babak kualifikasi penyisihan pildun berikutnya & semua butuh proses & dithn 2024 ini adlh permulaan pssi melakukan langkah perubahan, berani mengambil lbh byk pemain diaspora.",1 tahun yang lalu,
YouTube,Cerdas banget nih pa hamdann sumpah,1 tahun yang lalu,
YouTube,"Komentarmu karena hatimu ada kebencian, maka kamu tidak bisa berbuat adil",1 tahun yang lalu,
YouTube,"Tidak ada pembelahan antara pendukung dan anti sty.
Semua mendukung sty

Pernyataan2 sty itu biasa di lakukan oleh pelatih2 eropa seperti Mourinho, alex ferguson dan arsene Wenger dulu",1 tahun yang lalu,
YouTube,Sekelas jerman italia perancis yg persepak bolaan maju gx alergi naturalisasi,1 tahun yang lalu,
YouTube,Indra Sjafri gak pake naturalisasi jamannya Evan Dimas juara tuh,1 tahun yang lalu,
YouTube,"Towel ini kan mau pansos aja dengan prestasi timnas skr, dan memang tv mencari rating.
Kalau saya dipanggil metro atau tv one saya jadiin sambel si towel ini",1 tahun yang lalu (diedit),
YouTube,yang membelah si TOWEL yang kritik kritik,1 tahun yang lalu,
YouTube,"Maksud si towel mungkin dgn materi pemain saat ini harusnya pelatih bisa maksimalin, tapi towel lupa bahwa membangun tim tidak bisa cepat krna hrus membangun kemistri, harusnya towel bisa bedain mna club mana negara, club blum ada kemistri kalah biasa aja, sekelas timnas oper pasing msh salah akhirnya kalah di hujat. 
STY bagus asal pemain sudah jadi semua, tapi apa? Tau sendiri kan. 
Kita lihat pembinaan usia dini aja dlu atau SSB, yg di harapkan apa? Menang. Bukan cara bermain sepak bola yg baik dan benar. Akhirnya udh di profesional klabakan, akhirnya mental jatuh",1 tahun yang lalu,
YouTube,"Intinya senang kalo ada pembahasan masalah sepak bola, tapi ketika muncul ada orang ini di pembahasan lanhsung aja videonya di skip aj",1 tahun yang lalu,
YouTube,Towel jubek,1 tahun yang lalu,
YouTube,Dengar tu towel konsep sepak bola modren...bljar dg hamdan tu...jngn bergulak dg otakmu sj...byk org yg lbh tsu teiri sepak bola...jngn aff sj yg jd target...malu kt kayak katak dlm tempurung...sdhlnh diskusi dg towel nyinyir ini...cuman pandai ngomong....ini anak,1 tahun yang lalu,
YouTube,Org bodoh di undang 😂,1 tahun yang lalu,
YouTube,"Kok Towel dasar amat cara pengamatannya, yg dipikirnya yaitu AFF doang  sedang TIMNAS sekarang  sudah naik level ........trim's  coach  STY.",1 tahun yang lalu,
YouTube,Main bola itu tidak segampang ucapannya bung towel,1 tahun yang lalu,
YouTube,"Stuju bos, liat aja kalau lokalan main, kesulitan kalau musuh level asia, menguras stamina dan mental, setedikanya pemain lokal bisa belajar banyak dan  pengalaman dri pemain diaspora, kaga smpe cok towel mikir gini",1 tahun yang lalu,
YouTube,"Kia tunggu aja kalo misalnya erik thorik habis jabatan dan STY diganti dengan pengurus dan pelatih harus memaksimalkan lokal pengen tau sampe mana bisa ga tembus AFC dari kelompok usia sampe senior, dan ketika kualifikasi piala dunia bisa ga tembuk babak 3 kualifikasi",1 tahun yang lalu,
YouTube,Kalo ga bisa berarti bener mafia + pengamat bola yang ga suka buat timnas growth up,1 tahun yang lalu,
