platform,komentar,timestamp,sentimen
YouTube,"tahu ngak di era sekarang erik tohir  mempunyai koneksi dengan org2 bola di seluruh dunia jadi sangat mudah mengembangkan sepak bola indonesia.....di jaman pengurusan van towel koneksinya mafia bola,mafia judi,jadi wajar cuan mereka terhambat dan adanya nyinyir melulu",1 tahun yang lalu,
YouTube,Gue juga bisa ngomong wellll,1 tahun yang lalu,
YouTube,elo punya masalah apa si wel towel ama sty rakyat sepakbola yang cinta elo yang kepanasan,1 tahun yang lalu,
YouTube,"Bicara si towel tdk ada ilmiah dan tdk ada kritik membangun yg positif, selalu dan selalu apatis dan pesimis, kacau dan amburadul kalau si towel jd pelatih",1 tahun yang lalu,
YouTube,Gak nymbng towel ini.ngmng pmain ktrunan ga pngruh lwn irak tp lwn vietnm ngmng nturlisasi lg bolk blik ga tau arh pikirn ny,1 tahun yang lalu,
YouTube,Demokrasi sepakbola memang perlu,1 tahun yang lalu,
YouTube,😂😂😂,1 tahun yang lalu,
YouTube,Kami mohon kepada pssi gak usah d layani c towel dkk maju trus biar masyarakat banyak masa kalah sama hama wereng,1 tahun yang lalu,
YouTube,Towel gk punya aturan debat! Nyrcoss .,1 tahun yang lalu,
YouTube,"Towel di jelasin keras kepala dia dri sini dia dh ketahuan bahwasan dia benci sty dan PSSI sekrang, perlu pak Erick Tohir undang ke kantor PSSI di kasih wejangan masih ngeyel dan selalu mengkritik PSSI masukin aja bui simple",1 tahun yang lalu,
YouTube,Plis deh ga usah kasih panggung buat si pemecah belah bangsa,1 tahun yang lalu,
YouTube,boikot towel yok anjeng,1 tahun yang lalu,
YouTube,Towel gblk,1 tahun yang lalu,
YouTube,wah diundang lagi nih provokator sepakbola Indonesia. auto skip dan dislike,1 tahun yang lalu (diedit),
YouTube,"kenyataan mmg mencetak pemain lokal setara mereka yg sdh di pupuk dan dibesarkan diluar ga sanggup kok, ya terima aja mau gimana 😂

bukan instan, yg tepat itu sebar benih di kebon tetangga terus sekarang ikut petik hasil aja 😅",1 tahun yang lalu (diedit),
YouTube,"Coba yang di undang yg sepaham dengan masyarakat indonesia yg seperti pak hamdan ini, jangan yg modelan towel semua, coach justin sekalian yg di undang abis tuh orang"" yg selalu tidak suka sama progres timnas sekarang dan sty. Sekarang pertanyaanya waktu towel di pssi prestasi apa yg di capai timnas? Yg ada ancur ancuran tuh timnas kita.",1 tahun yang lalu (diedit),
YouTube,Mas hamdan kita akan sllu dkung sty latih timnas.. Biarin aja bung towel sm pemgikutnya ngoceh trus,1 tahun yang lalu,
YouTube,"#boikottowel

setelah tvone sekarang metrotv yg kasi panggung towel..

skip aja jangan di tonton acara2 yg kasi panggung towel",1 tahun yang lalu,
YouTube,Kelihatan yaa.. towel bodoh disini.. ilmunya kalah sm pak hamdan,1 tahun yang lalu,
YouTube,Kadang media tv ini jg sih yg membuat ribet mengundang orang yg nyonyor yg nyinyir di minta pandangan pendapat yg pro dan kontra tentang PSSI... STY  ... pemain keturunan jadi bikin gaduh. Senang benar sih media tv ini undang pengamat bola yg sirik ....iri dgn kemajuan timnas. Se bnr nya ga perlu lah acara kayak begini cuma adu domba aja jadi suasana nya tambah panas. Mengganggu konsentrasi pemain dan pengurus PSSI.,1 tahun yang lalu,
YouTube,setelah eric tohir turun dari PSSI hayo kita angkat bersama bung towel jadi ketua PSSI. Kita pingun tahu bisa apa dia,1 tahun yang lalu,
YouTube,"Kebanyakan cari panggung apalagi yang ga kebagian 😂😂

Bla..bla...bla.. polemik polemik yg penting cuan cari panggung",1 tahun yang lalu,
YouTube,"Narsum nya gk berimbang, 4 lawan 1",1 tahun yang lalu,
YouTube,"Jika di kategori kan towel itu seperti emak""😂😂😂",1 tahun yang lalu,
YouTube,"ini yg sy bingung mereka2 yg nyerang ini,apakah ada background yg bisa membenarkan statement mereka???",1 tahun yang lalu,
YouTube,"Bung towel ganti profesi saja biro jasa ,pemecah persatuan antara pssi dan pemerintah ,naturalisasi dan lokal pret.",1 tahun yang lalu,
YouTube,"Mulut bung towel selalu ngeyel tidak berdasar ,dan menilai setelah kejadian enak banget komentator seperti itu .coba sebelum kejadian .",1 tahun yang lalu,
YouTube,"JERMAN : GNABRY SANE RUDIGER MUSIALA 

PRANCIS : POGBA , COMAN, DEMBELE, KANTE, 

EMANG LU KIRA  ITU MEREKA ASLI JERMAN DAN PERANCIS ? Ya enggaka lah towel towel",1 tahun yang lalu,
YouTube,Yg pemecah belah sebnrnya ini towel,1 tahun yang lalu,
YouTube,"Pak Hamdan maaf bicara nya jangan terlalu baku soalnya towel ga ngerti, percuma",1 tahun yang lalu,
YouTube,Yang sabar bung hamdan hadapi orng kontrol versi😊,1 tahun yang lalu,
YouTube,Kamu sebenarnya kenapa bung towel ??? Rewel sekali 🤪🤪🤪,1 tahun yang lalu,
YouTube,Titipan mafia,1 tahun yang lalu,
YouTube,Informasi sepakbola nya mengalah kn berita sepakbola,1 tahun yang lalu,
YouTube,"Prestasi ga cuma soal juara bro, kita bisa finish atau pencapaian lebih bagus dari tahun-tahun sebelumnya juga namanya prestasi",1 tahun yang lalu,
YouTube,Ngapain manggil towel lagi sih,1 tahun yang lalu,
YouTube,Ini botak doang yang di perlihatkan,1 tahun yang lalu,
YouTube,Klo towel masi di undang tv atau podkes si  .  Ya makin menjdi2 karna dia cari makan  dari situ,1 tahun yang lalu,
YouTube,ngaco timmi wely,1 tahun yang lalu,
YouTube,demen benar ya metro ngundang kang towel😂😂,1 tahun yang lalu,
YouTube,"Si kimak towel nie mulu jijik pulak tengok dia nie, macam orang terpenting sangat dia nie🤮🤮",1 tahun yang lalu,
YouTube,Pep mnurut towel bagus gk. Brp lma dia baru bisa mnjuarai ucl. Ketika baru mmbeli haland dn yg bagus pep nya atau halandnya.,1 tahun yang lalu,
YouTube,"kok masih ajah dipanggil ini orang , kalau ada pembahasan tentang timnas masih ada itu orang males gue nonton.nya , soalnya beliau handuk ini perdebatan.nya selalu aneh",1 tahun yang lalu,
YouTube,"Ah mna ada bnyk masyarakat yg pro kontra natrulisasi,bung towel kaliiiii yg memecah kn masyarakat.toh bnyk yg dukung timnas...itu artinya ap gk ada tu yg pro kontra..
Bung towel ni biang provokator pemecah belah masyarakat..jgn mengkambing hitamkn masyarakat deh bung towel.
Lu ja sendiri",1 tahun yang lalu,
YouTube,"Di skip aja tayangan ini 
Ayo ramai ramai boikot towel mafi bola 👎",1 tahun yang lalu,
YouTube,"Yang pake baju batik coklat siapa namanya , anak pantek paja tu",1 tahun yang lalu,
YouTube,Tolong jgn undang/ kasi panggung bung towel dkk yg sok paling pandai dan berprestasi. Nih org sengaja  memecahbelah timnas kita utk mengukir prestasi,1 tahun yang lalu,
YouTube,owallah... mulut Pantat' 🐫 si Towel ini lebih pantasnya dicekoki Taik 🐫... 😊😅😂,1 tahun yang lalu,
YouTube,Towel suruh jadi palatih aja jgn pengamat / komentator malahan dikasih panggung,1 tahun yang lalu,
YouTube,Naturilsasi itu cara instan tapi buat imbangi permainan dan body pemain.contoh aja kita lawan guinea kita kalah body,1 tahun yang lalu,
YouTube,Pemain bagus pelatih top angkat piala,1 tahun yang lalu,
YouTube,Bung towel ini mau bahas naturalisasi atau mau membahas STY🤣🤣🤣🤣yg jelas mau hasil bagus atau jelekpun tetap Towel tdk akan terima prestasi STY selama ini di timnas...,1 tahun yang lalu,
YouTube,Negri aneh naturalisasi jdi bhan emosional.mlu x sma negri tetangga gblog,1 tahun yang lalu,
YouTube,Orag gblog pag2il towel ke acra sprti inih,1 tahun yang lalu,
YouTube,Huyy towel snih lwan gua anjig loe,1 tahun yang lalu,
YouTube,"Maju terus Pak Erick dan Team, coach shin dan pemain tetap semangat, kami berisik di medsos karena kami cinta kalian, baca mata kanan keluar mata kiri❤, kalian sudah di jalur yang benar..

Pemain lokal, tetap semangat jangan mau jadi penonton❤❤❤❤",1 tahun yang lalu,
YouTube,"Mohon kpd tv suasta indo jangan usik timnas kami,,,biar kan tim ke bangga'n kami berkembang.jangan di adu domba...",1 tahun yang lalu,
YouTube,fakk lucu bgt menit 8:06 😭,1 tahun yang lalu (diedit),
YouTube,tow#l...tow#l dikira sepak bola itu matematika...main perbandingan2 wkwk kocak2.,1 tahun yang lalu,
YouTube,"Mantap. Ya kalo anda, kita nggak mau stres lihat c towel ya.. Ya jngan lihat ini Channel lah pusing amat. Gampang kan. Udh tau pembenci ya di undang aja. Aneh aku juga.",1 tahun yang lalu,
YouTube,3:18 artinya TOWELL cuma BISA omon omon!!,1 tahun yang lalu (diedit),
YouTube,"Si Towel kapan ya kena struknya? Ko ada ya orang model begini, boro boro mau suport timnas sendiri, ini malah nyari nyari kesalahan yang gak sesuai fakta...",1 tahun yang lalu,
YouTube,"Towel makin menggila dg asumsi nya itu,bila di kasih panggung terus menerus seperti ini 😢",1 tahun yang lalu,
YouTube,Toel itu indonesia apa orang mana sih?,1 tahun yang lalu (diedit),
YouTube,Towel bikin Onar Sok pintar Sok Tau..kayak Taiiiii,1 tahun yang lalu (diedit),
YouTube,Memang si gendut dan dower lawak dengernya😂😂😂😂,1 tahun yang lalu,
YouTube,Sekalian aja hancurin aja lah harapan indonesia sama lu towel towel,1 tahun yang lalu,
YouTube,Penghalang timnas maju ni towel bawel,1 tahun yang lalu,
YouTube,Towel itu fokusnya ke STY mulu,1 tahun yang lalu,
YouTube,Pokoknya gue nikmati Timnas saat ini.. Gue yakın timnas Indonesia dibawah asuhan STY bakal bungkam orang” ini,1 tahun yang lalu,
YouTube,"Orang"" gk pengen maju kok di kasih panggung terus",1 tahun yang lalu,
YouTube,Sin ta yo dapat fasilitas sih toel kagak,1 tahun yang lalu,
YouTube,Wel wel nyari makan gitu amat wel.,1 tahun yang lalu,
YouTube,"Wooooyyyyy,,, para pemain timnas aja lokal maupun naturalisasi aja enjoy gk masalah satu tim.kenapa yg diluar debat masalah naturalisasi.udahlah apapun itu kita tetep dukung timnas.",1 tahun yang lalu,
YouTube,"Sdh2lh kalian meladeni omongn sitowel,ap kamu tdk tau kalau sitowel ini orang stes punya gangguan jiwa.",1 tahun yang lalu,
YouTube,Ini dia mau ngajtohin pelatih kelas piala dunia .. towel kalo bagus gk bakal di tendang PSSI,1 tahun yang lalu,
YouTube,Ini towel gmna si debat nya kmna mna ..,1 tahun yang lalu,
YouTube,"Kalau bung towel mampu untuk jadi pelatih timnass silahkan melatih...jangan banyak omong.....laki2 gak usah banyak omong perlu bukti ...
Saya perlu tau kalau anda bisa melatih timnass",1 tahun yang lalu,
YouTube,"Faktanya memang mental pemain lokal sebelumnya memang gak bermental juara,buktinya sellu Rune up di AFF",1 tahun yang lalu,
YouTube,"Coba sekali sekali undang rakyat biasa yg cinta timnas sekarang suruh debat sama towel,pasti seru,jangan perwakilan pssi buang"" tenaga kalo lawan towel.",1 tahun yang lalu,
YouTube,"Dengerin nih towel..naturalisasi itu bisa meningkatkan kekuatan tim..menningkatkan kemampuan pemain lokal utk bisa bersaing mendapatkan tempat utama di timnas.. kalau misal ga ada naturalisasi,mungkin kita ga lolos piala asia u20 u23 dan senior..",1 tahun yang lalu,
YouTube,Dimata media telivisi towel sangat berharga karna bisa meningkat kan rating.dimata fans timnas tidak ada  harga dirinya Dimata PSSI di anggap sampah 🤣,1 tahun yang lalu,
YouTube,SI TOWEL SURUH JADI PELATIH🤣🤣🤣🤣,1 tahun yang lalu,
YouTube,Bung towel ini sakit hati sm sty  krn sdh tdk di pakai lg sm tv jd pengamat bola wkwkwkk,1 tahun yang lalu,
YouTube,Bung Hamdan sangat cerdas,1 tahun yang lalu,
YouTube,Sedih liat timnas kalah lebih menderita liat towel malam ini diberi paham,1 tahun yang lalu,
YouTube,Selagi masih hidup punya darah Indonesia hak wajib boleh bela tanah kelahiran leluhur nya.............sepak bola dunia sekarang udah semua pke pemain keturunan semua timnas Maroko piala dunia kemaren di Qatar semua nya Maroko pake pemain keturunan semua nya.........................,1 tahun yang lalu,
YouTube,toel tu gilaxxxx breee,1 tahun yang lalu,
YouTube,"Kenapa trus kasih panggung wat towel ya..pa karna media cari viuw aja bair reting naik gtu,,da lah jgn ksih panggung orng yg begtu fokus saja pa yg di lakukan pak erick to semua demi bngsa dan negara,,",1 tahun yang lalu,
YouTube,Tolong media jngan kasik pnggung orang ini.,1 tahun yang lalu,
YouTube,Bola jngn di masuk ka politik dong,1 tahun yang lalu,
YouTube,"Bung towel ngobrol mslh bola mah sama sya yuk, anda kyknya gk ada rasa seneng timnas berprestasi,",1 tahun yang lalu,
YouTube,"Otak towel otak udang ,ngomong muter2 g jelas ,kurang vitamin t ,vitamin tai",1 tahun yang lalu,
YouTube,"CIRI CIRI ORANG GAGAL ADALAH : SENANG LIHAT ORANG SUSAH, SUSAH LIHAT ORANG SENANG 😂
SIAPAKAH ITU ? 
YA KALIAN BETUL : BUNG TOWEL 😂",1 tahun yang lalu,
YouTube,"CIRI CIRI ORANG GAGAL ADALAH : SENANG LIHAT ORANG SUSAH, SUSAH LIHAT ORANG SENANG 😂
SIAPAKAH ITU ? 
YA KALIAN BETUL : BUNG TOWEL 😂",1 tahun yang lalu,
YouTube,"CIRI CIRI ORANG GAGAL ADALAH : SENANG LIHAT ORANG SUSAH, SUSAH LIHAT ORANG SENANG 😂
SIAPAKAH ITU ? 
YA KALIAN BETUL : BUNG TOWEL 😂",1 tahun yang lalu,
YouTube,"CIRI CIRI ORANG GAGAL ADALAH : SENANG LIHAT ORANG SUSAH, SUSAH LIHAT ORANG SENANG 😂
SIAPAKAH ITU ? 
YA KALIAN BETUL : BUNG TOWEL 😂",1 tahun yang lalu,
YouTube,"CIRI CIRI ORANG GAGAL ADALAH : SENANG LIHAT ORANG SUSAH, SUSAH LIHAT ORANG SENANG 😂
SIAPAKAH ITU ? 
YA KALIAN BETUL : BUNG TOWEL 😂",1 tahun yang lalu,
YouTube,"CIRI CIRI ORANG GAGAL ADALAH : SENANG LIHAT ORANG SUSAH, SUSAH LIHAT ORANG SENANG 😂
SIAPAKAH ITU ? 
YA KALIAN BETUL : BUNG TOWEL 😂",1 tahun yang lalu,
YouTube,"CIRI CIRI ORANG GAGAL ADALAH : SENANG LIHAT ORANG SUSAH, SUSAH LIHAT ORANG SENANG 😂
SIAPAKAH ITU ? 
YA KALIAN BETUL : BUNG TOWEL 😂",1 tahun yang lalu,
YouTube,"CIRI CIRI ORANG GAGAL ADALAH : SENANG LIHAT ORANG SUSAH, SUSAH LIHAT ORANG SENANG 😂
SIAPAKAH ITU ? 
YA KALIAN BETUL : BUNG TOWEL 😂",1 tahun yang lalu,
YouTube,Towel anda ktnya pengamat sepak bola tapi pandangan amda keliru besar  knpa anda ribut trus biadap kau kenapa anda ribut trus anda ini manusia punya etika atau tdk belajar dlu bersihkan dlu Ekuimu bang,1 tahun yang lalu,
YouTube,Towel contoh orang yang guoblok e nemen,1 tahun yang lalu,
YouTube,"Towel itu kelihatan bnget gk ngerti taktik dan permainan sepak bola,dia cuman ngerti klau bola itu bulat,kelihatan bnget di debat ini.",1 tahun yang lalu,
YouTube,Perwakilan PSSI ini terlalu kalem. Sehingga lawan dapat panggung. PSSI  Kita butuh  Roky gerung biar pusing tu orang  😂😂,1 tahun yang lalu,
YouTube,Cuman di Indo semua hal terlalu banyak perdebatan,1 tahun yang lalu,
YouTube,Pemain timnas lokal hancur banyak bola yg di buang   towel  hanya cuman  bicara doang yg di lawang  itu cuma  Asian bukan Asia tenggara  towel towel,1 tahun yang lalu,
YouTube,jgn di undang org pemecah belah gk bakalan maju indonesia ini tv jg deman bangat ama towel,1 tahun yang lalu,
YouTube,"nagapain di kasih pangung lagi sih si towel ,dia mah pemecah belah kayak dia gk suka indo maju ,banyak bacot dia ,emg dia udh memberikan apa buat sepak bola inddo",1 tahun yang lalu,
YouTube,Memang ituh towel mental dulu kurang sekarang di tambah pemain diaspora mental pemain lokal naik ada percaya diri kebawa sama pemain diaspora masa ggituh juga GX paham 🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️😅😅😅😅,1 tahun yang lalu,
YouTube,Wel towel cangkemu ngomong gedrabus koyok taek cocot mu jalok disumpel taek,1 tahun yang lalu,
YouTube,"Bagaimana mau maju indonesia 
Apa apa yg mau maju d KOMENTARI.",1 tahun yang lalu,
YouTube,tolong itu towel dicarikan pelatih yang paling top twel suruh jadi pemain.towel bisa main .gak.,1 tahun yang lalu,
YouTube,Bener² muka tembok china  si towel,1 tahun yang lalu,
YouTube,Yang diundnag towel sebelahnya towel pks ...gak cocok televisi cuma cari rating saja tapi bukan mencari solusi...,1 tahun yang lalu,
YouTube,Bung Towel itu manusia bodoh hanya bisa mengeritik  waktu dia di berikan oleh PSSI kesempatan malah melepem,1 tahun yang lalu,
YouTube,"Org ini seperti Towel.....gerti bola....!!!??
Manusia...terlalu sentimen....sama  pelatih Timnas...STY
Jika dia ini di tunjuk jadi  pelatih Timnas apakah org ini mampu
........!!???😊😊😊😊😊",1 tahun yang lalu,
YouTube,Jelasin gini sama towel ya gak mungkin paham,1 tahun yang lalu,
YouTube,Towel jadi pelatih ya amburadul,1 tahun yang lalu,
YouTube,Udsh pak hamdan kasih jaabtan saja buat nanganin AFF cpba dengan pilihan penain pilihannnya muak dengan orang kek towel kalao hujat seenak jidat kalao d hujat balek emois mau nyanaoa itu orang,1 tahun yang lalu,
YouTube,"Semakin ke sini saya semakin khawatir dengan keselamatan bung Towel,  saya takut bung Towel ada yg.....,  karena sebenarnya yg dia lawan itu Netizen",1 tahun yang lalu,
YouTube,"Manusia klu udah kayak 💩💩 pikiran n hatinya  pasti selalu mencari kesalahan""...itu bukan kritisisasi,bukan omongan pengamat sepak bola yg ingin timnas maju tp 100% pingin menjatuhkan timnas kita..KRITIKAN ITU SIFAT Y MEMBANGUN BUKAN MERONTOKKAN SEMANGAT,,,,emang mafia bola y seperti itu  dasar💩💩💩 lho",1 tahun yang lalu,
YouTube,Dari 5 yg di undang di procast ini hanya 1 yg waras 😂,1 tahun yang lalu,
YouTube,Rewel banget nih sitowel anj,1 tahun yang lalu,
YouTube,"Towe.......l  towel apa mau lu, mas apa dia towel itu di kasih pelatih saja apa cocok.?",1 tahun yang lalu,
YouTube,Pokoknya towel jgn dikasih panggung utk berbicara...sgt jelas towel sangat ingin terlibat di dalam kepengurusan  pssi,1 tahun yang lalu,
YouTube,"Ksih bansos aja buat towel,kehabisan beras dia tuh makanya nyinyir biar dapat panggung",1 tahun yang lalu,
YouTube,"W bingung kenapa orng seperti sie towel selalu di kasih panggung publik ,",1 tahun yang lalu,
YouTube,"Towel jngn undang di tv,,hanya memecah belah sepak bola,,,mau naturalisasi mau nga trsrah PSSI yg penting timnas indonesia jauh lebih baik",1 tahun yang lalu,
YouTube,bangkai x mulutmu TOWEL.apa salah sty samamu.gk bisa cari uang ya kau karna STY melatih timnas,1 tahun yang lalu,
YouTube,PSSI LAGI BERJUANG SEPAKBOLA MAJU INI ORG MAU HANCURKAN DENGAN UCAPANNYA,1 tahun yang lalu,
YouTube,Tarik telingax towel kuciaki hungangggggggggggg😂,1 tahun yang lalu,
YouTube,Kapan bong towel debat sama pak erik thohir boz,1 tahun yang lalu,
YouTube,"😅 kalo udah benci STY, apapun Jadi bahan bacotan Si Taiwel😂 walaupun rela terlihat seperti orang gangguan kejiwaan..😅",1 tahun yang lalu,
YouTube,"Towel ini gak mau kalo tim nas maju dia saya duga adalah mafia sepak bola indonesia era la nyala mataliti,gak mau kalo tim nas maju,mau pengurus pssi berusa bersama sty pasti salah terus....hanya membuat onar di negeri ini",1 tahun yang lalu,
YouTube,Tuh towel mingkem ngerti apa kaga? Jangan2 otaknya kosong karena isinya buat menghasut dan mencari2 kejelekannya aja. Coba dong dia dijadiin pelatih bisa bikin apa buat timnasss...,1 tahun yang lalu,
YouTube,Betul kata nya justin ngak nyambung di ajak diskusi,1 tahun yang lalu,
YouTube,suruh aja towel pilih pelatih yang mana dia suka,1 tahun yang lalu,
YouTube,Ayo unsabcrebe metro udah ngundang towel dan kasih jempol bawahnya,1 tahun yang lalu,
YouTube,Bung towel yg membelah,1 tahun yang lalu,
YouTube,"Bicara TALENTA, sebetulnya orang Indonesia tidak punya talenta di football. Mau pakai pelatih kelas dunia pun tak akan bisa menjadikan Indonesia sebagai juara dunia. Hanya buang-buang waktu, energi dan biaya saja. Masalah utamanya ada di SPEED & ACCURACY yang lemah.

Talentanya ada di badminton.",1 tahun yang lalu,
YouTube,Memang bau mulut towel sudah terlalu busuk.,1 tahun yang lalu,
YouTube,"Begini media2 sekarang, timnas sedang berjuang, tapi media2 malah ngundang orang kayak towel hanya demi biar ramai jadi topik, bikin kisruh, tontonan tidak berkualitas, gak usah ditonton lagi chanel nya metro kalau ada towel",1 tahun yang lalu,
YouTube,Gini amat ya cara berfikir towel 🤣🤣🤣,1 tahun yang lalu,
YouTube,Dan kenapa towel selalu di kasih panggung....bisa memecah belah indonesia itu....,1 tahun yang lalu,
YouTube,"Kan itu kaaarna lu wel ,jadi seperti itu semua",1 tahun yang lalu,
YouTube,yg anti loe doang seluruh pencita timnas semua pro panto pro panto  cuma loe yg kontra,1 tahun yang lalu,
YouTube,sty out,1 tahun yang lalu,
YouTube,Ingat netizen Indonesia ada towel gak usah ditonton chanel TV manapun!!!,1 tahun yang lalu,
YouTube,Dasar setan lo bung towel pengamat bola odgj sampah masyarakat,1 tahun yang lalu,
YouTube,"Ada towel gue skip aja, gak usah tonton chanel nya metro, kemrin nongol di tv one, eh diundang sm metro hanya, orang yg begini diundang di tv, bikin kisruh2 gak jelas, gak usah ditonton kalau ada towel biar yg ngundang rugi",1 tahun yang lalu,
YouTube,Lanjutkan pak erik,1 tahun yang lalu,
YouTube,"Ini towel narasi nya kemana ya.. 
Towel tu lama lama otak nya kacau.. banyak bacot . Ketika di dalam pssi apa pres tasi towel sich.",1 tahun yang lalu,
YouTube,Kira2 siapa yg bs buat towel g ngomg terus makin HR makin muak liat kata2 ambigunya,1 tahun yang lalu,
YouTube,Towel hanya cari panggung doang gk usah di undang,1 tahun yang lalu,
YouTube,Apakah semua yg di masukin tim inti apakah akan menang .?? Tergantung pemain.  Bukan berarti pelatihh salah terusss .kalau pemain atau laga tidak seperti yg di harap kan..ttp s Mangat jalani dan jalani menang kalah dlm permainan sudah biasa,1 tahun yang lalu,
YouTube,"Bung Towel ini sinis banget dg naturalisasi & Shin taeyoung , yahhhh namanya jg pengamat sepakbola",1 tahun yang lalu,
YouTube,TOWEL gk nyambung kyok wong pelo sumpah,1 tahun yang lalu,
YouTube,hahaah blunder d ucapan terahir si towell😅,1 tahun yang lalu,
YouTube,Pertanyaan bung towel lucu yang namanya tim menang kalah itu ya tim,1 tahun yang lalu,
YouTube,Towel towel mengkritik ga jelas ketahuan kalau towel adalah mafia bola selalu ga setuju kalau Indonesia maju ga ada masukan buat pemain titipan.,1 tahun yang lalu,
YouTube,Kasi si tolwel jadi pelatih kalo tidak juara kepalanya tendang jadikan bola,1 tahun yang lalu,
YouTube,Dulu itu towel adalah jubirnya pssi pas era kegelapan yang di pimpin oleh lanyala.  Jadiya bisa nilai sendiri. Wahai saudaraku,1 tahun yang lalu,
YouTube,"Bung toottttt*elll,,sebenernya yg membuat narasi sperti membelah antara lokal dan naturalisasi y dari statmend anda sendiri,,mau diakaui atau tidak jika spenuhnya 100 persen tanpa naturalisasi  apa bisa bersaing di level dunia untuk kawasan asean saja masih Ngap""an pemain kita dalam bermain",1 tahun yang lalu,
YouTube,"Towel towel towel towel 
Gua pengen bladog pake sendal butut 😂",1 tahun yang lalu,
YouTube,Untuk metro tv sudah lah jgn trus mengundang c towel dia tidak ingin sepakbola Indonesia maju .dia cuma menbiat suasana jadi buruk kami sebagai pecinta sepakbola ingin lihat dab punya timnas Indonesia yg kuat dan terbukti dgn bnyk nya pemain diaspora timnas Indonesia jadi kuat bukn. Berarrti menutup talenta asli Indonesia tpi lebih bagus bnyak beljar dari pemain keturunan Indonesia bukti nya sekrng pamain lokal kita stamina nya kuay visi nya bagus lebih tenang karena mereka beljar dari pemain keturunan jdi stoopp undang orng yng bikin gduh 🙏🙏🙏kmi pecinta sepakbola sudah muak dgn sikap ctowel,1 tahun yang lalu,
YouTube,Kasi si towel jdi pelatih,1 tahun yang lalu,
YouTube,Toel itu manusia bisa ngomong,1 tahun yang lalu,
YouTube,"Towel banyak omong saja, saya setuju naturalisasi",1 tahun yang lalu,
YouTube,BOIKOT TOWELL..JAGAN KASIH PANGGUNG MULU TV..BIKIN RUSUH,1 tahun yang lalu,
YouTube,"JUJUR SAJA NATURALISASINYA TERLALU BANYAK.
AGAK BERLEBIHAN KALO SEMUA POSISI FULL NATURALISASI TERUS BAGAIMANA HASIL PEMAIN LIGA KITA,? kasihan kalo pemain liga 1 tidak di kasih slot untuk timnas (yg sudah berlatih di liga 1), contoh nyaata stefano main bagus tapi tidak dipanggill.",1 tahun yang lalu,
YouTube,"Heran sama media² ternama 
Orang seperti towel,, selalu di kasih panggung",1 tahun yang lalu,
YouTube,Toel kanyjut,1 tahun yang lalu,
YouTube,"Pengen rasax di sandal bung towel ini,",1 tahun yang lalu,
YouTube,Pertanyaan towel kaya bocah...... muter muter kaya obat nyamukkk... bodoh sekali lu wel towel,1 tahun yang lalu,
YouTube,"Emosi naturalisasi 
,, yang emosi tu siapa ?? Cuma mafia bola ,,Gini amat buat konten ,",1 tahun yang lalu,
YouTube,towel kok di ksih panggung ... orang kyak gni di suruh pindah ngara aja,1 tahun yang lalu,
YouTube,Knapa sih towel2 lg sih coba tlg media tuh bantu bikin adem jgn malah nambah keruh suasana ksh dong kesempatan pssi yg baru berjalan ini utk membuktikan program nya,1 tahun yang lalu,
YouTube,Bung toel cari pembenaran sendiri ketara benci banget sama sty,1 tahun yang lalu,
YouTube,Inilah media kita.di ana ada berita hangat.pasti di angkat agar peenontonya uanyak.kmudian jadilah duit.tapi media kan gak mikir.ini penayangan bisaa  merusak pikiran atau tidak.mediia gak mikir.pdahal kklo media kkhususnya semua media.ga usah mengudang towel 100% slesai kan .lgian apa sih towel.penting juga enggak.ini yang maksa media.biar di tonton,1 tahun yang lalu,
YouTube,"G ada otak, anak bangsa sedng berjuang difrancis tp si towel dll sibuk bahas naturalisasi, media jg salah ngapain ngundang orang yg anti naturalisasi dan kemajuan sepak bola, dizaman towel jd pengurus pssi terjadi dwi kepengurusan pssi dan liga kita hancur",1 tahun yang lalu (diedit),
YouTube,Ruwet bgt lo towel,1 tahun yang lalu,
YouTube,"Masih aja undang towel , #orang sampah",1 tahun yang lalu,
YouTube,"ODGJ,towel stress,paktor towel,cob towel jadi pelatih",1 tahun yang lalu,
YouTube,Maaf bung toel apa yg sudah anda berikan untuk kemajuan timnas tolong sebukan satu aja contoh nya,1 tahun yang lalu,
YouTube,"Kaget lihat Jepang kipernya blasteran kulit hitam... Jerman yg mengagungkan ras Arya, bek dan penyerangnya jg kulit hitam... Diaspora harus dimanfaatkan bukan diri rutin terus.. Maju terus STY dan PSSI",1 tahun yang lalu,
YouTube,"Towel masih aja di kasi panggung, ini orang sangat memusuhu sty krn tdk dapat lagi uang di sepak bola selama ada sty",1 tahun yang lalu,
YouTube,Bahas naturalisasi si Towel maĺah bahas STY g nyambung manusia beginian kok diberi panggung diundan TV,1 tahun yang lalu,
YouTube,"Percuma di jelasin bang, pembenci akan tetap pembenci. 👍",1 tahun yang lalu,
YouTube,#TOWELOUT,1 tahun yang lalu,
YouTube,Sentimen ke pssi kepengurusan erick tohir dan pelatih sty dgn mengatasnamakan KRITIK.. dulu naturalisasi byk tp gk banyak bacot.,1 tahun yang lalu,
YouTube,Bung towel knpaa slly ada,1 tahun yang lalu,
YouTube,TOMBOLL YANG GERAM LIHAT MUKA TOWELL🤙🏼,1 tahun yang lalu,
